county,precinct,office,district,party,candidate,votes,absentee,early,election,provisional
Gregg,05,JUSTICE,,REP,JIMMY BLACKLOCK,2196,69,1851,273,3
Gregg,06,JUSTICE,,REP,JIMMY BLACKLOCK,1604,53,1292,258,1
Gregg,07,JUSTICE,,REP,JIMMY BLACKLOCK,1818,46,1459,312,1
Gregg,08,JUSTICE,,REP,JIMMY BLACKLOCK,2271,69,1880,320,2
Gregg,09,JUSTICE,,REP,JIMMY BLACKLOCK,1993,92,1641,257,3
Gregg,10,JUSTICE,,REP,JIMMY BLACKLOCK,1582,55,1200,326,1
Gregg,11,JUSTICE,,REP,JIMMY BLACKLOCK,2126,80,1696,348,2
Gregg,12,JUSTICE,,REP,JIMMY BLACKLOCK,2931,64,2509,355,3
Gregg,13,JUSTICE,,REP,JIMMY BLACKLOCK,1527,40,1126,359,2
Gregg,14,JUSTICE,,REP,JIMMY BLACKLOCK,2820,58,2140,612,10
Gregg,15,JUSTICE,,REP,JIMMY BLACKLOCK,601,13,438,149,1
Gregg,16,JUSTICE,,REP,JIMMY BLACKLOCK,2308,56,1883,366,3
Gregg,17,JUSTICE,,REP,JIMMY BLACKLOCK,292,9,217,66,0
Gregg,18,JUSTICE,,REP,JIMMY BLACKLOCK,1194,42,994,155,3
Gregg,19,JUSTICE,,REP,JIMMY BLACKLOCK,315,19,177,117,2
Gregg,20,JUSTICE,,REP,JIMMY BLACKLOCK,432,20,298,113,1
Gregg,21,JUSTICE,,REP,JIMMY BLACKLOCK,1224,67,962,194,1
Gregg,01,JUSTICE,,REP,JOHN DEVINE,829,33,674,120,2
Gregg,02,JUSTICE,,REP,JOHN DEVINE,1780,153,1399,224,4
Gregg,03,JUSTICE,,REP,JOHN DEVINE,991,62,810,119,0
Gregg,04,JUSTICE,,REP,JOHN DEVINE,2031,91,1674,257,9
Gregg,05,JUSTICE,,REP,JOHN DEVINE,2185,69,1841,272,3
Gregg,06,JUSTICE,,REP,JOHN DEVINE,1591,51,1287,252,1
Gregg,07,JUSTICE,,REP,JOHN DEVINE,1805,45,1446,313,1
Gregg,08,JUSTICE,,REP,JOHN DEVINE,2255,67,1868,318,2
Gregg,09,JUSTICE,,REP,JOHN DEVINE,1983,92,1623,265,3
Gregg,10,JUSTICE,,REP,JOHN DEVINE,1569,52,1193,323,1
Gregg,11,JUSTICE,,REP,JOHN DEVINE,2096,76,1674,344,2
Gregg,12,JUSTICE,,REP,JOHN DEVINE,2906,63,2488,352,3
Gregg,13,JUSTICE,,REP,JOHN DEVINE,1512,40,1122,348,2
Gregg,14,JUSTICE,,REP,JOHN DEVINE,2813,57,2132,614,10
Gregg,15,JUSTICE,,REP,JOHN DEVINE,597,13,435,148,1
Gregg,16,JUSTICE,,REP,JOHN DEVINE,2287,54,1869,361,3
Gregg,17,JUSTICE,,REP,JOHN DEVINE,287,9,217,61,0
Gregg,18,JUSTICE,,REP,JOHN DEVINE,1174,40,981,150,3
Gregg,19,JUSTICE,,REP,JOHN DEVINE,307,18,175,113,1
Gregg,20,JUSTICE,,REP,JOHN DEVINE,424,20,289,114,1
Gregg,21,JUSTICE,,REP,JOHN DEVINE,1214,63,953,197,1
Gregg,01,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,12,0,8,4,0
Gregg,02,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,16,0,15,1,0
Gregg,03,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,8,1,7,0,0
Gregg,04,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,16,0,11,5,0
Gregg,05,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,16,1,13,2,0
Gregg,06,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,11,0,10,1,0
Gregg,07,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,10,0,9,1,0
Gregg,08,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,22,0,17,5,0
Gregg,09,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,18,0,10,8,0
Gregg,10,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,12,0,7,5,0
Gregg,11,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,14,0,9,5,0
Gregg,12,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,10,0,6,4,0
Gregg,13,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,6,0,3,3,0
Gregg,14,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,14,0,12,2,0
Gregg,15,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,3,0,2,1,0
Gregg,16,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,10,0,8,2,0
Gregg,17,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,2,0,1,1,0
Gregg,18,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,15,0,13,2,0
Gregg,19,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,10,0,6,4,0
Gregg,20,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,7,0,3,4,0
Gregg,21,PRESIDENT/VICE-PRESIDENT,,LIB,CHASE OLIVER/MIKE TER MAAT,16,1,9,6,0
Gregg,01,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,02,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,03,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,04,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,05,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,06,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,07,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,08,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,09,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,10,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,11,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,12,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,13,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,14,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,15,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,16,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,17,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,18,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,19,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,20,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,21,PRESIDENT/VICE-PRESIDENT,,,CHERUNDA FOX / HARLAN MCVAY,0,0,0,0,0
Gregg,01,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,02,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,03,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,04,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,05,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,06,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,07,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,08,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,09,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,10,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,11,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,12,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,1,0,1,0,0
Gregg,13,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,14,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,1,1,0,0,0
Gregg,15,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,16,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,17,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,18,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,19,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,20,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,21,PRESIDENT/VICE-PRESIDENT,,,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,0,0,0,0
Gregg,01,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,02,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,03,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,04,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,05,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,06,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,07,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,08,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,2,0,2,0,0
Gregg,09,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,10,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,1,0,1,0,0
Gregg,11,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,12,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,13,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,1,0,0,1,0
Gregg,14,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,15,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,16,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,17,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,18,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,1,0,1,0,0
Gregg,19,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,1,0,1,0,0
Gregg,20,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,21,PRESIDENT/VICE-PRESIDENT,,,CORNEL WEST / MELINA ABDULLAH,0,0,0,0,0
Gregg,01,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,824,34,664,124,2
Gregg,02,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,1783,151,1400,227,5
Gregg,03,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,981,59,800,121,1
Gregg,04,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,2021,81,1681,250,9
Gregg,05,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,2199,69,1841,286,3
Gregg,06,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,1579,48,1271,259,1
Gregg,07,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,1829,48,1462,318,1
Gregg,08,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,2284,73,1879,330,2
Gregg,09,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,1991,90,1645,253,3
Gregg,10,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,1616,56,1213,346,1
Gregg,11,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,2152,81,1710,359,2
Gregg,12,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,2966,63,2537,363,3
Gregg,13,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,1548,42,1137,367,2
Gregg,14,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,2833,58,2144,620,11
Gregg,15,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,617,12,445,159,1
Gregg,16,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,2324,51,1904,366,3
Gregg,17,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,297,9,226,62,0
Gregg,18,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,1186,38,996,149,3
Gregg,19,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,312,21,179,111,1
Gregg,20,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,437,21,298,117,1
Gregg,21,PRESIDENT/VICE-PRESIDENT,,REP,DONALD J. TRUMP/JD VANCE,1247,64,974,208,1
Gregg,01,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,02,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,03,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,04,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,05,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,06,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,07,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,08,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,09,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,10,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,11,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,12,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,13,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,14,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,15,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,16,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,17,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,18,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,19,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,20,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,21,PRESIDENT/VICE-PRESIDENT,,,JESSIE CUELLAR / WESLEY LASLEY,0,0,0,0,0
Gregg,01,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,0,0,0,0,0
Gregg,02,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,5,1,3,1,0
Gregg,03,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,6,0,3,3,0
Gregg,04,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,4,1,3,0,0
Gregg,05,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,8,0,7,1,0
Gregg,06,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,5,0,4,1,0
Gregg,07,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,6,0,4,2,0
Gregg,08,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,12,0,9,3,0
Gregg,09,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,5,1,4,0,0
Gregg,10,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,3,0,1,2,0
Gregg,11,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,11,0,10,1,0
Gregg,12,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,11,0,5,6,0
Gregg,13,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,4,0,3,1,0
Gregg,14,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,7,0,3,4,0
Gregg,15,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,5,0,5,0,0
Gregg,16,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,7,0,4,3,0
Gregg,17,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,0,0,0,0,0
Gregg,18,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,5,0,3,2,0
Gregg,19,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,10,0,8,2,0
Gregg,20,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,5,0,3,2,0
Gregg,21,PRESIDENT/VICE-PRESIDENT,,GRN,JILL STEIN/RULDOLF WARE,12,1,6,5,0
Gregg,01,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,362,33,269,56,4
Gregg,02,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,764,84,539,134,7
Gregg,03,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,427,43,305,78,1
Gregg,04,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,562,60,427,74,1
Gregg,05,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,640,27,479,132,2
Gregg,06,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,302,16,210,76,0
Gregg,07,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,396,22,274,99,1
Gregg,08,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,758,37,557,162,2
Gregg,09,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,870,58,667,144,1
Gregg,10,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,931,48,638,245,0
Gregg,11,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,716,35,551,130,0
Gregg,12,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,403,16,312,74,1
Gregg,13,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,409,34,250,124,1
Gregg,14,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,462,35,302,123,2
Gregg,15,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,255,19,156,80,0
Gregg,16,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,481,26,335,118,2
Gregg,17,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,215,23,131,61,0
Gregg,18,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,1049,92,784,172,1
Gregg,19,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,1300,137,845,311,7
Gregg,20,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,892,57,601,231,3
Gregg,21,PRESIDENT/VICE-PRESIDENT,,DEM,KAMALA D. HARRIS/TIM WALZ,1100,99,760,236,5
Gregg,01,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,1,0,0,1,0
Gregg,02,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,2,0,0,2,0
Gregg,03,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,4,1,3,0,0
Gregg,04,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,2,2,0,0,0
Gregg,05,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,0,0,0,0,0
Gregg,06,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,3,0,3,0,0
Gregg,07,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,2,0,2,0,0
Gregg,08,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,2,0,0,2,0
Gregg,09,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,1,0,0,1,0
Gregg,10,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,2,0,0,2,0
Gregg,11,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,0,0,0,0,0
Gregg,12,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,0,0,0,0,0
Gregg,13,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,0,0,0,0,0
Gregg,14,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,0,0,0,0,0
Gregg,15,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,0,0,0,0,0
Gregg,16,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,0,0,0,0,0
Gregg,17,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,0,0,0,0,0
Gregg,18,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,2,0,2,0,0
Gregg,19,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,4,0,0,4,0
Gregg,20,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,2,0,2,0,0
Gregg,21,PRESIDENT/VICE-PRESIDENT,,,PETER SONSKI / LAUREN ONAK,4,0,0,4,0
Gregg,01,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
Gregg,02,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
Gregg,03,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
Gregg,04,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
Gregg,05,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
Gregg,06,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
Gregg,07,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
Gregg,08,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
Gregg,09,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
Gregg,10,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
Gregg,11,PRESIDENT/VICE-PRESIDENT,,,SHIVA AYYADURAI / CRYSTAL ELLIS,0,0,0,0,0
