county,precinct,office,district,party,candidate,votes,absentee,early_voting,early_voting_provisional,election_day,election_day_provisional
Kaufman,21,Justice,5,DEM,Erin A. Nowell,276,15,198,0,63,0
Kaufman,22,Justice,5,DEM,Erin A. Nowell,115,4,95,0,16,0
Kaufman,23,Justice,5,DEM,Erin A. Nowell,272,12,203,0,57,0
Kaufman,24,Justice,5,DEM,Erin A. Nowell,246,14,201,0,31,0
Kaufman,25,Justice,5,DEM,Erin A. Nowell,188,9,140,1,38,0
Kaufman,26,Justice,5,DEM,Erin A. Nowell,555,20,360,1,174,0
Kaufman,27,Justice,5,DEM,Erin A. Nowell,1084,19,908,0,157,0
Kaufman,28,Justice,5,DEM,Erin A. Nowell,253,9,215,0,29,0
Kaufman,29,Justice,5,DEM,Erin A. Nowell,2054,26,1454,1,573,0
Kaufman,30,Justice,5,DEM,Erin A. Nowell,269,7,176,2,84,0
Kaufman,31,Justice,5,DEM,Erin A. Nowell,477,3,378,0,96,0
Kaufman,32,Justice,5,DEM,Erin A. Nowell,565,17,453,0,95,0
Kaufman,33,Justice,5,DEM,Erin A. Nowell,113,3,80,0,30,0
Kaufman,34,Justice,5,DEM,Erin A. Nowell,1488,29,1135,0,324,0
Kaufman,35,Justice,5,DEM,Erin A. Nowell,1666,26,1211,2,427,0
Kaufman,36,Justice,5,DEM,Erin A. Nowell,815,12,641,0,162,0
Kaufman,37,Justice,5,DEM,Erin A. Nowell,921,11,633,0,277,0
Kaufman,1,Justice,6,DEM,Bonnie Lee Goldstein,525,30,376,0,119,0
Kaufman,2,Justice,6,DEM,Bonnie Lee Goldstein,175,6,114,0,55,0
Kaufman,3,Justice,6,DEM,Bonnie Lee Goldstein,1126,27,909,0,190,0
Kaufman,4,Justice,6,DEM,Bonnie Lee Goldstein,308,13,255,0,40,0
Kaufman,5,Justice,6,DEM,Bonnie Lee Goldstein,686,26,491,2,165,2
Kaufman,6,Justice,6,DEM,Bonnie Lee Goldstein,287,14,191,0,82,0
Kaufman,7,Justice,6,DEM,Bonnie Lee Goldstein,1903,27,1466,2,407,1
Kaufman,8,Justice,6,DEM,Bonnie Lee Goldstein,446,5,346,2,93,0
Kaufman,9,Justice,6,DEM,Bonnie Lee Goldstein,260,6,187,1,65,1
Kaufman,10,Justice,6,DEM,Bonnie Lee Goldstein,227,4,164,0,59,0
Kaufman,11,Justice,6,DEM,Bonnie Lee Goldstein,374,14,298,1,61,0
Kaufman,12,Justice,6,DEM,Bonnie Lee Goldstein,187,7,131,0,49,0
Kaufman,13,Justice,6,DEM,Bonnie Lee Goldstein,1347,30,1041,0,276,0
Kaufman,14,Justice,6,DEM,Bonnie Lee Goldstein,2180,40,1693,3,444,0
Kaufman,15,Justice,6,DEM,Bonnie Lee Goldstein,269,4,212,1,52,0
Kaufman,16,Justice,6,DEM,Bonnie Lee Goldstein,326,11,221,0,94,0
Kaufman,17,Justice,6,DEM,Bonnie Lee Goldstein,183,13,132,1,37,0
Kaufman,18,Justice,6,DEM,Bonnie Lee Goldstein,383,9,309,1,64,0
Kaufman,19,Justice,6,DEM,Bonnie Lee Goldstein,495,22,375,0,98,0
Kaufman,20,Justice,6,DEM,Bonnie Lee Goldstein,206,5,138,0,63,0
Kaufman,21,Justice,6,DEM,Bonnie Lee Goldstein,265,13,191,0,61,0
Kaufman,22,Justice,6,DEM,Bonnie Lee Goldstein,127,4,107,0,16,0
Kaufman,23,Justice,6,DEM,Bonnie Lee Goldstein,269,13,203,0,53,0
Kaufman,24,Justice,6,DEM,Bonnie Lee Goldstein,241,14,192,0,35,0
Kaufman,25,Justice,6,DEM,Bonnie Lee Goldstein,189,9,140,1,39,0
Kaufman,26,Justice,6,DEM,Bonnie Lee Goldstein,541,20,352,0,169,0
Kaufman,27,Justice,6,DEM,Bonnie Lee Goldstein,1072,18,900,0,154,0
Kaufman,28,Justice,6,DEM,Bonnie Lee Goldstein,258,8,217,0,33,0
Kaufman,29,Justice,6,DEM,Bonnie Lee Goldstein,2009,25,1427,1,556,0
Kaufman,30,Justice,6,DEM,Bonnie Lee Goldstein,277,6,184,2,85,0
Kaufman,31,Justice,6,DEM,Bonnie Lee Goldstein,472,2,373,0,97,0
Kaufman,32,Justice,6,DEM,Bonnie Lee Goldstein,540,17,438,0,85,0
Kaufman,33,Justice,6,DEM,Bonnie Lee Goldstein,108,3,77,0,28,0
Kaufman,34,Justice,6,DEM,Bonnie Lee Goldstein,1479,29,1117,0,333,0
Kaufman,35,Justice,6,DEM,Bonnie Lee Goldstein,1652,27,1208,2,415,0
Kaufman,36,Justice,6,DEM,Bonnie Lee Goldstein,815,14,640,0,161,0
Kaufman,37,Justice,6,DEM,Bonnie Lee Goldstein,892,10,614,0,268,0
Kaufman,1,Justice,6,LIB,J. David Roberson,52,0,33,0,19,0
Kaufman,2,Justice,6,LIB,J. David Roberson,23,1,18,0,4,0
Kaufman,3,Justice,6,LIB,J. David Roberson,77,2,50,0,25,0
Kaufman,4,Justice,6,LIB,J. David Roberson,30,0,22,0,8,0
Kaufman,5,Justice,6,LIB,J. David Roberson,30,1,19,0,10,0
Kaufman,6,Justice,6,LIB,J. David Roberson,47,0,34,0,13,0
Kaufman,7,Justice,6,LIB,J. David Roberson,109,0,79,0,30,0
Kaufman,8,Justice,6,LIB,J. David Roberson,39,0,27,0,12,0
Kaufman,9,Justice,6,LIB,J. David Roberson,35,0,21,0,14,0
Kaufman,10,Justice,6,LIB,J. David Roberson,38,0,26,0,12,0
Kaufman,11,Justice,6,LIB,J. David Roberson,30,0,17,0,13,0
Kaufman,12,Justice,6,LIB,J. David Roberson,25,0,17,0,8,0
Kaufman,13,Justice,6,LIB,J. David Roberson,90,0,56,0,34,0
Kaufman,14,Justice,6,LIB,J. David Roberson,146,1,95,0,50,0
Kaufman,15,Justice,6,LIB,J. David Roberson,52,1,35,3,13,0
Kaufman,16,Justice,6,LIB,J. David Roberson,56,0,34,0,22,0
Kaufman,17,Justice,6,LIB,J. David Roberson,29,0,17,0,12,0
Kaufman,18,Justice,6,LIB,J. David Roberson,56,0,42,0,14,0
Kaufman,19,Justice,6,LIB,J. David Roberson,40,0,23,0,17,0
Kaufman,20,Justice,6,LIB,J. David Roberson,22,2,14,0,6,0
Kaufman,21,Justice,6,LIB,J. David Roberson,35,0,21,0,14,0
Kaufman,22,Justice,6,LIB,J. David Roberson,26,0,15,0,11,0
Kaufman,23,Justice,6,LIB,J. David Roberson,27,0,16,0,11,0
Kaufman,24,Justice,6,LIB,J. David Roberson,22,0,17,0,5,0
Kaufman,25,Justice,6,LIB,J. David Roberson,18,0,13,0,5,0
Kaufman,26,Justice,6,LIB,J. David Roberson,26,0,14,0,12,0
Kaufman,27,Justice,6,LIB,J. David Roberson,83,0,62,0,21,0
Kaufman,28,Justice,6,LIB,J. David Roberson,27,0,23,0,4,0
Kaufman,29,Justice,6,LIB,J. David Roberson,114,0,71,0,43,0
Kaufman,30,Justice,6,LIB,J. David Roberson,36,1,19,0,16,0
Kaufman,31,Justice,6,LIB,J. David Roberson,29,0,23,0,6,0
Kaufman,32,Justice,6,LIB,J. David Roberson,36,1,27,0,8,0
Kaufman,33,Justice,6,LIB,J. David Roberson,8,0,5,0,3,0
Kaufman,34,Justice,6,LIB,J. David Roberson,103,0,78,0,25,0
Kaufman,35,Justice,6,LIB,J. David Roberson,98,0,63,0,35,0
Kaufman,36,Justice,6,LIB,J. David Roberson,62,0,41,0,21,0
Kaufman,37,Justice,6,LIB,J. David Roberson,66,0,42,0,24,0
Kaufman,1,Justice,6,REP,Jane Bland,1231,18,937,2,274,0
Kaufman,2,Justice,6,REP,Jane Bland,850,18,652,0,180,0
Kaufman,3,Justice,6,REP,Jane Bland,1808,32,1520,2,254,0
Kaufman,4,Justice,6,REP,Jane Bland,1237,18,1074,1,144,0
Kaufman,5,Justice,6,REP,Jane Bland,361,14,282,2,63,0
Kaufman,6,Justice,6,REP,Jane Bland,1324,17,987,0,320,0
Kaufman,7,Justice,6,REP,Jane Bland,1935,42,1537,3,353,0
Kaufman,8,Justice,6,REP,Jane Bland,765,24,585,0,156,0
Kaufman,9,Justice,6,REP,Jane Bland,1045,16,769,0,260,0
Kaufman,10,Justice,6,REP,Jane Bland,1701,20,1351,0,330,0
Kaufman,11,Justice,6,REP,Jane Bland,836,18,710,0,108,0
Kaufman,12,Justice,6,REP,Jane Bland,1221,16,1019,0,186,0
Kaufman,13,Justice,6,REP,Jane Bland,1401,16,1111,2,272,0
Kaufman,14,Justice,6,REP,Jane Bland,1618,24,1204,0,390,0
Kaufman,15,Justice,6,REP,Jane Bland,1594,22,1315,4,253,0
Kaufman,16,Justice,6,REP,Jane Bland,2152,26,1577,0,549,0
Kaufman,17,Justice,6,REP,Jane Bland,1151,9,879,1,262,0
Kaufman,18,Justice,6,REP,Jane Bland,1368,18,1125,0,225,0
Kaufman,19,Justice,6,REP,Jane Bland,1080,33,818,2,227,0
Kaufman,20,Justice,6,REP,Jane Bland,764,13,610,0,140,1
Kaufman,21,Justice,6,REP,Jane Bland,1425,23,1085,1,316,0
Kaufman,22,Justice,6,REP,Jane Bland,727,16,589,0,122,0
Kaufman,23,Justice,6,REP,Jane Bland,848,7,691,0,150,0
Kaufman,24,Justice,6,REP,Jane Bland,647,17,526,0,104,0
Kaufman,25,Justice,6,REP,Jane Bland,364,4,302,0,58,0
Kaufman,26,Justice,6,REP,Jane Bland,290,6,194,0,90,0
Kaufman,27,Justice,6,REP,Jane Bland,1862,29,1557,0,276,0
Kaufman,28,Justice,6,REP,Jane Bland,1018,17,855,0,146,0
Kaufman,29,Justice,6,REP,Jane Bland,1141,19,784,0,337,1
Kaufman,30,Justice,6,REP,Jane Bland,1077,13,823,1,240,0
Kaufman,31,Justice,6,REP,Jane Bland,614,7,487,0,120,0
Kaufman,32,Justice,6,REP,Jane Bland,1102,22,910,0,170,0
Kaufman,33,Justice,6,REP,Jane Bland,114,1,86,0,27,0
Kaufman,34,Justice,6,REP,Jane Bland,2052,38,1613,0,401,0
Kaufman,35,Justice,6,REP,Jane Bland,1094,10,849,1,234,0
Kaufman,36,Justice,6,REP,Jane Bland,1377,20,1146,3,208,0
Kaufman,37,Justice,6,REP,Jane Bland,680,7,470,0,203,0
Kaufman,1,Justice,9,REP,Matthew J. Kolodoski,1257,18,952,2,285,0
Kaufman,2,Justice,9,REP,Matthew J. Kolodoski,853,18,656,0,179,0
Kaufman,3,Justice,9,REP,Matthew J. Kolodoski,1828,34,1534,2,258,0
Kaufman,4,Justice,9,REP,Matthew J. Kolodoski,1250,18,1083,1,148,0
Kaufman,5,Justice,9,REP,Matthew J. Kolodoski,356,13,275,2,66,0
Kaufman,6,Justice,9,REP,Matthew J. Kolodoski,1346,17,1004,0,325,0
Kaufman,7,Justice,9,REP,Matthew J. Kolodoski,1985,41,1566,3,375,0
Kaufman,8,Justice,9,REP,Matthew J. Kolodoski,776,24,591,0,161,0
Kaufman,9,Justice,9,REP,Matthew J. Kolodoski,1055,16,773,0,266,0
Kaufman,10,Justice,9,REP,Matthew J. Kolodoski,1713,20,1355,0,338,0
Kaufman,11,Justice,9,REP,Matthew J. Kolodoski,855,18,718,0,119,0
Kaufman,12,Justice,9,REP,Matthew J. Kolodoski,1241,16,1029,0,196,0
Kaufman,13,Justice,9,REP,Matthew J. Kolodoski,1437,17,1126,2,292,0
Kaufman,14,Justice,9,REP,Matthew J. Kolodoski,1670,21,1238,0,411,0
Kaufman,15,Justice,9,REP,Matthew J. Kolodoski,1615,23,1322,6,264,0
Kaufman,16,Justice,9,REP,Matthew J. Kolodoski,2168,25,1584,0,559,0
Kaufman,17,Justice,9,REP,Matthew J. Kolodoski,1165,9,889,1,266,0
Kaufman,18,Justice,9,REP,Matthew J. Kolodoski,1399,18,1147,1,233,0
Kaufman,19,Justice,9,REP,Matthew J. Kolodoski,1097,31,832,2,232,0
Kaufman,20,Justice,9,REP,Matthew J. Kolodoski,771,13,615,0,142,1
Kaufman,21,Justice,9,REP,Matthew J. Kolodoski,1428,24,1084,1,319,0
Kaufman,22,Justice,9,REP,Matthew J. Kolodoski,741,16,595,0,130,0
Kaufman,23,Justice,9,REP,Matthew J. Kolodoski,855,6,697,0,152,0
Kaufman,24,Justice,9,REP,Matthew J. Kolodoski,649,17,526,0,106,0
Kaufman,25,Justice,9,REP,Matthew J. Kolodoski,371,5,307,0,59,0
Kaufman,26,Justice,9,REP,Matthew J. Kolodoski,289,6,189,0,94,0
Kaufman,27,Justice,9,REP,Matthew J. Kolodoski,1893,30,1578,0,285,0
Kaufman,28,Justice,9,REP,Matthew J. Kolodoski,1030,16,866,0,148,0
Kaufman,29,Justice,9,REP,Matthew J. Kolodoski,1157,19,795,0,342,1
Kaufman,30,Justice,9,REP,Matthew J. Kolodoski,1098,13,833,1,251,0
Kaufman,31,Justice,9,REP,Matthew J. Kolodoski,624,6,497,0,121,0
Kaufman,32,Justice,9,REP,Matthew J. Kolodoski,1099,22,910,0,167,0
Kaufman,33,Justice,9,REP,Matthew J. Kolodoski,116,1,87,0,28,0
Kaufman,34,Justice,9,REP,Matthew J. Kolodoski,2066,38,1625,0,403,0
Kaufman,35,Justice,9,REP,Matthew J. Kolodoski,1089,10,843,1,235,0
Kaufman,36,Justice,9,REP,Matthew J. Kolodoski,1407,19,1161,3,224,0
Kaufman,37,Justice,9,REP,Matthew J. Kolodoski,694,7,479,0,208,0
Kaufman,1,Justice,9,DEM,Tina Clinton,525,29,374,0,122,0
Kaufman,2,Justice,9,DEM,Tina Clinton,181,8,119,0,54,0
Kaufman,3,Justice,9,DEM,Tina Clinton,1157,26,925,0,206,0
Kaufman,4,Justice,9,DEM,Tina Clinton,315,13,261,0,41,0
Kaufman,5,Justice,9,DEM,Tina Clinton,700,28,499,2,169,2
Kaufman,6,Justice,9,DEM,Tina Clinton,295,14,196,0,85,0
Kaufman,7,Justice,9,DEM,Tina Clinton,1940,28,1495,2,414,1
Kaufman,8,Justice,9,DEM,Tina Clinton,468,5,364,2,97,0
Kaufman,9,Justice,9,DEM,Tina Clinton,268,6,188,1,72,1
Kaufman,10,Justice,9,DEM,Tina Clinton,243,4,184,0,55,0
Kaufman,11,Justice,9,DEM,Tina Clinton,375,14,300,1,60,0
Kaufman,12,Justice,9,DEM,Tina Clinton,190,7,136,0,47,0
Kaufman,13,Justice,9,DEM,Tina Clinton,1368,27,1059,0,282,0
Kaufman,14,Justice,9,DEM,Tina Clinton,2232,43,1720,3,466,0
Kaufman,15,Justice,9,DEM,Tina Clinton,286,4,226,2,54,0
Kaufman,16,Justice,9,DEM,Tina Clinton,341,10,228,0,103,0
Kaufman,17,Justice,9,DEM,Tina Clinton,182,13,127,1,41,0
Kaufman,18,Justice,9,DEM,Tina Clinton,400,9,322,0,69,0
Kaufman,19,Justice,9,DEM,Tina Clinton,504,24,375,0,105,0
Kaufman,20,Justice,9,DEM,Tina Clinton,208,6,142,0,60,0
Kaufman,21,Justice,9,DEM,Tina Clinton,283,12,202,0,69,0
Kaufman,22,Justice,9,DEM,Tina Clinton,127,4,107,0,16,0
Kaufman,23,Justice,9,DEM,Tina Clinton,283,14,209,0,60,0
Kaufman,24,Justice,9,DEM,Tina Clinton,247,13,200,0,34,0
Kaufman,25,Justice,9,DEM,Tina Clinton,194,9,145,1,39,0
Kaufman,26,Justice,9,DEM,Tina Clinton,560,20,365,1,174,0
Kaufman,27,Justice,9,DEM,Tina Clinton,1093,17,915,0,161,0
Kaufman,28,Justice,9,DEM,Tina Clinton,262,9,221,0,32,0
Kaufman,29,Justice,9,DEM,Tina Clinton,2081,26,1472,1,582,0
Kaufman,30,Justice,9,DEM,Tina Clinton,284,7,186,2,89,0
Kaufman,31,Justice,9,DEM,Tina Clinton,478,3,378,0,97,0
Kaufman,32,Justice,9,DEM,Tina Clinton,566,17,453,0,96,0
Kaufman,33,Justice,9,DEM,Tina Clinton,114,3,81,0,30,0
Kaufman,34,Justice,9,DEM,Tina Clinton,1533,30,1157,0,346,0
Kaufman,35,Justice,9,DEM,Tina Clinton,1717,27,1246,2,442,0
Kaufman,36,Justice,9,DEM,Tina Clinton,832,15,652,0,165,0
Kaufman,37,Justice,9,DEM,Tina Clinton,930,10,636,0,284,0
Kaufman,3,PROPOSITION A City of Forney,,,AGAINST,454,7,370,0,77,0
Kaufman,4,PROPOSITION A City of Forney,,,AGAINST,0,0,0,0,0,0
Kaufman,7,PROPOSITION A City of Forney,,,AGAINST,0,0,0,0,0,0
Kaufman,11,PROPOSITION A City of Forney,,,AGAINST,349,10,295,0,44,0
Kaufman,13,PROPOSITION A City of Forney,,,AGAINST,801,13,628,1,159,0
Kaufman,25,PROPOSITION A City of Forney,,,AGAINST,190,2,158,1,29,0
Kaufman,27,PROPOSITION A City of Forney,,,AGAINST,767,2,655,0,110,0
Kaufman,31,PROPOSITION A City of Forney,,,AGAINST,0,0,0,0,0,0
Kaufman,32,PROPOSITION A City of Forney,,,AGAINST,538,15,439,0,84,0
Kaufman,33,PROPOSITION A City of Forney,,,AGAINST,47,0,38,0,9,0
Kaufman,35,PROPOSITION A City of Forney,,,AGAINST,0,0,0,0,0,0
Kaufman,3,PROPOSITION A City of Forney,,,FOR,1036,18,813,1,204,0
Kaufman,4,PROPOSITION A City of Forney,,,FOR,0,0,0,0,0,0
Kaufman,7,PROPOSITION A City of Forney,,,FOR,0,0,0,0,0,0
Kaufman,11,PROPOSITION A City of Forney,,,FOR,869,19,713,1,136,0
Kaufman,13,PROPOSITION A City of Forney,,,FOR,2041,29,1578,1,433,0
Kaufman,25,PROPOSITION A City of Forney,,,FOR,380,12,294,0,74,0
Kaufman,27,PROPOSITION A City of Forney,,,FOR,1970,33,1626,1,310,0
Kaufman,31,PROPOSITION A City of Forney,,,FOR,0,0,0,0,0,0
Kaufman,32,PROPOSITION A City of Forney,,,FOR,1164,21,950,0,193,0
Kaufman,33,PROPOSITION A City of Forney,,,FOR,177,3,125,0,49,0
Kaufman,35,PROPOSITION A City of Forney,,,FOR,0,0,0,0,0,0
Kaufman,14,PROPOSITION A City of Heath,,,AGAINST,8,0,5,0,3,0
Kaufman,36,PROPOSITION A City of Heath,,,AGAINST,26,2,21,0,3,0
Kaufman,14,PROPOSITION A City of Heath,,,FOR,29,0,19,0,10,0
Kaufman,36,PROPOSITION A City of Heath,,,FOR,109,0,97,0,12,0
Kaufman,10,PROPOSITION A Crandall ISD,,,AGAINST,81,0,59,0,22,0
Kaufman,17,PROPOSITION A Crandall ISD,,,AGAINST,775,17,556,1,201,0
Kaufman,18,PROPOSITION A Crandall ISD,,,AGAINST,945,14,745,0,186,0
Kaufman,22,PROPOSITION A Crandall ISD,,,AGAINST,2,0,2,0,0,0
Kaufman,29,PROPOSITION A Crandall ISD,,,AGAINST,1739,21,1184,0,533,1
Kaufman,30,PROPOSITION A Crandall ISD,,,AGAINST,644,9,466,3,166,0
Kaufman,34,PROPOSITION A Crandall ISD,,,AGAINST,1104,12,798,0,294,0
Kaufman,37,PROPOSITION A Crandall ISD,,,AGAINST,680,8,463,0,209,0
Kaufman,10,PROPOSITION A Crandall ISD,,,FOR,41,1,28,0,12,0
Kaufman,17,PROPOSITION A Crandall ISD,,,FOR,606,4,483,1,118,0
Kaufman,18,PROPOSITION A Crandall ISD,,,FOR,905,14,760,1,130,0
Kaufman,22,PROPOSITION A Crandall ISD,,,FOR,1,0,1,0,0,0
Kaufman,29,PROPOSITION A Crandall ISD,,,FOR,1334,12,929,1,392,0
Kaufman,30,PROPOSITION A Crandall ISD,,,FOR,606,4,463,0,139,0
Kaufman,34,PROPOSITION A Crandall ISD,,,FOR,967,7,715,0,245,0
Kaufman,37,PROPOSITION A Crandall ISD,,,FOR,644,5,440,0,199,0
Kaufman,34,PROPOSITION A Kaufman Co. FWSD No.3,,,AGAINST,0,0,0,0,0,0
Kaufman,34,PROPOSITION A Kaufman Co. FWSD No.3,,,FOR,1,0,1,0,0,0
Kaufman,7,PROPOSITION A Rockwall ISD,,,AGAINST,8,0,8,0,0,0
Kaufman,14,PROPOSITION A Rockwall ISD,,,AGAINST,86,0,56,0,30,0
Kaufman,35,PROPOSITION A Rockwall ISD,,,AGAINST,0,0,0,0,0,0
Kaufman,36,PROPOSITION A Rockwall ISD,,,AGAINST,679,8,543,3,125,0
Kaufman,7,PROPOSITION A Rockwall ISD,,,FOR,3,0,3,0,0,0
Kaufman,14,PROPOSITION A Rockwall ISD,,,FOR,72,0,56,0,16,0
Kaufman,35,PROPOSITION A Rockwall ISD,,,FOR,0,0,0,0,0,0
Kaufman,36,PROPOSITION A Rockwall ISD,,,FOR,587,2,473,0,112,0
Kaufman,34,PROPOSITION B Kaufman Co. FWSD No.3,,,AGAINST,0,0,0,0,0,0
Kaufman,34,PROPOSITION B Kaufman Co. FWSD No.3,,,FOR,1,0,1,0,0,0
Kaufman,7,PROPOSITION B Rockwall ISD,,,AGAINST,9,0,9,0,0,0
Kaufman,14,PROPOSITION B Rockwall ISD,,,AGAINST,94,0,62,0,32,0
Kaufman,35,PROPOSITION B Rockwall ISD,,,AGAINST,0,0,0,0,0,0
Kaufman,36,PROPOSITION B Rockwall ISD,,,AGAINST,729,8,583,3,135,0
Kaufman,7,PROPOSITION B Rockwall ISD,,,FOR,2,0,2,0,0,0
Kaufman,14,PROPOSITION B Rockwall ISD,,,FOR,64,0,50,0,14,0
Kaufman,35,PROPOSITION B Rockwall ISD,,,FOR,0,0,0,0,0,0
Kaufman,36,PROPOSITION B Rockwall ISD,,,FOR,540,2,434,0,104,0
Kaufman,34,PROPOSITION C Kaufman Co. FWSD No.3,,,AGAINST,0,0,0,0,0,0
Kaufman,34,PROPOSITION C Kaufman Co. FWSD No.3,,,FOR,1,0,1,0,0,0
Kaufman,7,PROPOSITION C Rockwall ISD,,,AGAINST,8,0,8,0,0,0
Kaufman,14,PROPOSITION C Rockwall ISD,,,AGAINST,93,0,62,0,31,0
Kaufman,35,PROPOSITION C Rockwall ISD,,,AGAINST,0,0,0,0,0,0
Kaufman,36,PROPOSITION C Rockwall ISD,,,AGAINST,710,7,563,3,137,0
Kaufman,7,PROPOSITION C Rockwall ISD,,,FOR,3,0,3,0,0,0
Kaufman,14,PROPOSITION C Rockwall ISD,,,FOR,65,0,50,0,15,0
Kaufman,35,PROPOSITION C Rockwall ISD,,,FOR,0,0,0,0,0,0
Kaufman,36,PROPOSITION C Rockwall ISD,,,FOR,556,3,453,0,100,0
Kaufman,34,PROPOSITION D Kaufman Co. FWSD No.3,,,AGAINST,0,0,0,0,0,0
Kaufman,34,PROPOSITION D Kaufman Co. FWSD No.3,,,FOR,1,0,1,0,0,0
Kaufman,7,PROPOSITION D Rockwall ISD,,,AGAINST,8,0,8,0,0,0
Kaufman,14,PROPOSITION D Rockwall ISD,,,AGAINST,99,0,66,0,33,0
Kaufman,35,PROPOSITION D Rockwall ISD,,,AGAINST,0,0,0,0,0,0
Kaufman,36,PROPOSITION D Rockwall ISD,,,AGAINST,758,8,609,3,138,0
Kaufman,7,PROPOSITION D Rockwall ISD,,,FOR,3,0,3,0,0,0
Kaufman,14,PROPOSITION D Rockwall ISD,,,FOR,58,0,45,0,13,0
Kaufman,35,PROPOSITION D Rockwall ISD,,,FOR,0,0,0,0,0,0
Kaufman,36,PROPOSITION D Rockwall ISD,,,FOR,507,2,405,0,100,0
Kaufman,1,President,,LIB,Chase Oliver/Mike ter Maat,12,0,7,0,5,0
Kaufman,2,President,,LIB,Chase Oliver/Mike ter Maat,3,0,2,0,1,0
Kaufman,3,President,,LIB,Chase Oliver/Mike ter Maat,15,0,10,0,5,0
Kaufman,4,President,,LIB,Chase Oliver/Mike ter Maat,7,0,4,0,3,0
Kaufman,5,President,,LIB,Chase Oliver/Mike ter Maat,7,0,7,0,0,0
Kaufman,6,President,,LIB,Chase Oliver/Mike ter Maat,13,0,7,0,6,0
Kaufman,7,President,,LIB,Chase Oliver/Mike ter Maat,17,0,10,0,7,0
Kaufman,8,President,,LIB,Chase Oliver/Mike ter Maat,5,0,3,0,2,0
Kaufman,9,President,,LIB,Chase Oliver/Mike ter Maat,4,0,3,0,1,0
Kaufman,10,President,,LIB,Chase Oliver/Mike ter Maat,4,0,3,0,1,0
Kaufman,11,President,,LIB,Chase Oliver/Mike ter Maat,2,0,1,0,1,0
Kaufman,12,President,,LIB,Chase Oliver/Mike ter Maat,7,0,6,0,1,0
Kaufman,13,President,,LIB,Chase Oliver/Mike ter Maat,11,0,7,0,4,0
Kaufman,14,President,,LIB,Chase Oliver/Mike ter Maat,25,0,13,0,12,0
Kaufman,15,President,,LIB,Chase Oliver/Mike ter Maat,5,0,3,0,2,0
Kaufman,16,President,,LIB,Chase Oliver/Mike ter Maat,11,0,7,0,4,0
Kaufman,17,President,,LIB,Chase Oliver/Mike ter Maat,4,0,2,0,2,0
Kaufman,18,President,,LIB,Chase Oliver/Mike ter Maat,4,0,4,0,0,0
Kaufman,19,President,,LIB,Chase Oliver/Mike ter Maat,13,0,9,0,4,0
Kaufman,20,President,,LIB,Chase Oliver/Mike ter Maat,5,0,3,0,2,0
Kaufman,21,President,,LIB,Chase Oliver/Mike ter Maat,8,0,2,0,6,0
Kaufman,22,President,,LIB,Chase Oliver/Mike ter Maat,2,0,2,0,0,0
Kaufman,23,President,,LIB,Chase Oliver/Mike ter Maat,5,0,4,0,1,0
Kaufman,24,President,,LIB,Chase Oliver/Mike ter Maat,2,0,2,0,0,0
Kaufman,25,President,,LIB,Chase Oliver/Mike ter Maat,8,0,7,0,1,0
Kaufman,26,President,,LIB,Chase Oliver/Mike ter Maat,6,0,3,0,3,0
Kaufman,27,President,,LIB,Chase Oliver/Mike ter Maat,17,1,12,0,4,0
Kaufman,28,President,,LIB,Chase Oliver/Mike ter Maat,9,0,7,0,2,0
Kaufman,29,President,,LIB,Chase Oliver/Mike ter Maat,19,0,13,0,6,0
Kaufman,30,President,,LIB,Chase Oliver/Mike ter Maat,4,0,3,0,1,0
Kaufman,31,President,,LIB,Chase Oliver/Mike ter Maat,2,0,1,0,1,0
Kaufman,32,President,,LIB,Chase Oliver/Mike ter Maat,8,0,8,0,0,0
Kaufman,33,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0,0,0
Kaufman,34,President,,LIB,Chase Oliver/Mike ter Maat,21,0,14,0,7,0
Kaufman,35,President,,LIB,Chase Oliver/Mike ter Maat,10,0,7,0,3,0
Kaufman,36,President,,LIB,Chase Oliver/Mike ter Maat,15,0,10,0,5,0
Kaufman,37,President,,LIB,Chase Oliver/Mike ter Maat,10,0,3,0,7,0
Kaufman,1,President,,REP,Donald J. Trump/JD Vance,1323,18,1000,2,303,0
Kaufman,2,President,,REP,Donald J. Trump/JD Vance,885,17,679,0,189,0
Kaufman,3,President,,REP,Donald J. Trump/JD Vance,1885,35,1567,3,280,0
Kaufman,4,President,,REP,Donald J. Trump/JD Vance,1271,18,1091,1,161,0
Kaufman,5,President,,REP,Donald J. Trump/JD Vance,392,12,301,2,77,0
Kaufman,6,President,,REP,Donald J. Trump/JD Vance,1409,17,1037,0,355,0
Kaufman,7,President,,REP,Donald J. Trump/JD Vance,2033,38,1600,4,391,0
Kaufman,8,President,,REP,Donald J. Trump/JD Vance,813,25,615,1,172,0
Kaufman,9,President,,REP,Donald J. Trump/JD Vance,1083,16,798,0,269,0
Kaufman,10,President,,REP,Donald J. Trump/JD Vance,1793,20,1410,0,363,0
Kaufman,11,President,,REP,Donald J. Trump/JD Vance,874,19,735,0,120,0
Kaufman,12,President,,REP,Donald J. Trump/JD Vance,1284,14,1069,0,201,0
Kaufman,13,President,,REP,Donald J. Trump/JD Vance,1503,15,1171,2,315,0
Kaufman,14,President,,REP,Donald J. Trump/JD Vance,1731,19,1268,0,444,0
