county,precinct,office,district,party,candidate,votes,absentee,early_voting,early_voting_provisional,election_day,election_day_provisional
Kaufman,1,U.S. Senate,,REP,Ted Cruz,1208,18,931,2,257,0
Kaufman,2,U.S. Senate,,REP,Ted Cruz,853,18,661,0,174,0
Kaufman,3,U.S. Senate,,REP,Ted Cruz,1766,34,1500,3,229,0
Kaufman,4,U.S. Senate,,REP,Ted Cruz,1223,18,1059,1,145,0
Kaufman,5,U.S. Senate,,REP,Ted Cruz,351,12,277,2,60,0
Kaufman,6,U.S. Senate,,REP,Ted Cruz,1319,17,993,0,309,0
Kaufman,7,U.S. Senate,,REP,Ted Cruz,1887,39,1504,4,340,0
Kaufman,8,U.S. Senate,,REP,Ted Cruz,747,25,572,0,150,0
Kaufman,9,U.S. Senate,,REP,Ted Cruz,1033,16,763,0,254,0
Kaufman,10,U.S. Senate,,REP,Ted Cruz,1714,20,1362,0,332,0
Kaufman,11,U.S. Senate,,REP,Ted Cruz,829,19,697,0,113,0
Kaufman,12,U.S. Senate,,REP,Ted Cruz,1228,15,1028,0,185,0
Kaufman,13,U.S. Senate,,REP,Ted Cruz,1373,15,1091,2,265,0
Kaufman,14,U.S. Senate,,REP,Ted Cruz,1531,21,1137,0,373,0
Kaufman,15,U.S. Senate,,REP,Ted Cruz,1602,23,1320,6,253,0
Kaufman,16,U.S. Senate,,REP,Ted Cruz,2158,22,1597,0,539,0
Kaufman,17,U.S. Senate,,REP,Ted Cruz,1137,9,872,1,255,0
Kaufman,18,U.S. Senate,,REP,Ted Cruz,1338,18,1107,0,213,0
Kaufman,19,U.S. Senate,,REP,Ted Cruz,1035,27,791,2,215,0
Kaufman,20,U.S. Senate,,REP,Ted Cruz,749,13,602,0,133,1
Kaufman,21,U.S. Senate,,REP,Ted Cruz,1427,21,1089,1,316,0
Kaufman,22,U.S. Senate,,REP,Ted Cruz,736,16,592,0,128,0
Kaufman,23,U.S. Senate,,REP,Ted Cruz,835,7,683,0,145,0
Kaufman,24,U.S. Senate,,REP,Ted Cruz,647,15,528,0,104,0
Kaufman,25,U.S. Senate,,REP,Ted Cruz,369,5,305,0,59,0
Kaufman,26,U.S. Senate,,REP,Ted Cruz,283,6,186,0,91,0
Kaufman,27,U.S. Senate,,REP,Ted Cruz,1817,28,1528,0,261,0
Kaufman,28,U.S. Senate,,REP,Ted Cruz,1005,12,851,0,142,0
Kaufman,29,U.S. Senate,,REP,Ted Cruz,1078,18,742,0,317,1
Kaufman,30,U.S. Senate,,REP,Ted Cruz,1075,13,821,1,240,0
Kaufman,31,U.S. Senate,,REP,Ted Cruz,598,6,478,0,114,0
Kaufman,32,U.S. Senate,,REP,Ted Cruz,1070,19,892,0,159,0
Kaufman,33,U.S. Senate,,REP,Ted Cruz,110,0,84,0,26,0
Kaufman,34,U.S. Senate,,REP,Ted Cruz,1992,38,1574,0,380,0
Kaufman,35,U.S. Senate,,REP,Ted Cruz,1063,8,830,1,224,0
Kaufman,36,U.S. Senate,,REP,Ted Cruz,1341,17,1117,2,205,0
Kaufman,37,U.S. Senate,,REP,Ted Cruz,650,7,447,0,196,0
Kaufman,1,U.S. Senate,,,Write-in,4,1,3,0,0,0
Kaufman,2,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,3,U.S. Senate,,,Write-in,3,0,3,0,0,0
Kaufman,4,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,5,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,6,U.S. Senate,,,Write-in,1,0,1,0,0,0
Kaufman,7,U.S. Senate,,,Write-in,2,0,2,0,0,0
Kaufman,8,U.S. Senate,,,Write-in,2,0,2,0,0,0
Kaufman,9,U.S. Senate,,,Write-in,1,0,0,0,1,0
Kaufman,10,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,11,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,12,U.S. Senate,,,Write-in,1,0,1,0,0,0
Kaufman,13,U.S. Senate,,,Write-in,4,0,2,0,2,0
Kaufman,14,U.S. Senate,,,Write-in,4,1,1,0,2,0
Kaufman,15,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,16,U.S. Senate,,,Write-in,1,0,0,0,1,0
Kaufman,17,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,18,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,19,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,20,U.S. Senate,,,Write-in,1,1,0,0,0,0
Kaufman,21,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,22,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,23,U.S. Senate,,,Write-in,1,0,0,0,1,0
Kaufman,24,U.S. Senate,,,Write-in,1,0,1,0,0,0
Kaufman,25,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,26,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,27,U.S. Senate,,,Write-in,2,0,1,0,1,0
Kaufman,28,U.S. Senate,,,Write-in,1,0,0,0,1,0
Kaufman,29,U.S. Senate,,,Write-in,3,0,2,0,1,0
Kaufman,30,U.S. Senate,,,Write-in,2,0,2,0,0,0
Kaufman,31,U.S. Senate,,,Write-in,1,0,0,0,1,0
Kaufman,32,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,33,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,34,U.S. Senate,,,Write-in,5,1,3,0,1,0
Kaufman,35,U.S. Senate,,,Write-in,3,0,3,0,0,0
Kaufman,36,U.S. Senate,,,Write-in,0,0,0,0,0,0
Kaufman,37,U.S. Senate,,,Write-in,2,1,1,0,0,0
