county,precinct,office,district,party,candidate,votes,election_day,early_voting,ballot_by_mail,provisional,limited
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 11",11,Dem,Kim Cooks,1351,235,1086,28,2,0
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 11",11,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 11",11,,Under Votes,273,74,197,2,0,0
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 12",12,Rep,Mike Lee,2316,338,1945,30,3,0
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 12",12,Dem,Ken Molberg,1309,220,1057,30,2,0
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 12",12,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 12",12,,Under Votes,277,80,196,1,0,0
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 13",13,Rep,Emily A. Miskel,2291,336,1923,29,3,0
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 13",13,Dem,Tonya Parker,1342,225,1084,31,2,0
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 13",13,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"Justice, 5th Court of Appeals District, Place 13",13,,Under Votes,269,77,191,1,0,0
Collin,PCT 017,"District Judge, 199th Judicial District",,Rep,Angela Tucker,2625,402,2182,38,3,0
Collin,PCT 017,"District Judge, 199th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"District Judge, 199th Judicial District",,,Under Votes,1,277,236,1,16,23
Collin,PCT 017,"District Judge, 380th Judicial District",,Rep,Ben Smith,2587,0,3,9,5,2152
Collin,PCT 017,"District Judge, 380th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"District Judge, 380th Judicial District",,,Under Votes,1,315,243,1,46,24
Collin,PCT 017,"District Judge, 401st Judicial District",,Rep,Kim Laseter,2603,401,2162,37,3,0
Collin,PCT 017,"District Judge, 401st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"District Judge, 401st Judicial District",,,Under Votes,1,299,237,1,36,24
Collin,PCT 017,"District Judge, 416th Judicial District",,Rep,Andrea Stroh Thompson,2571,391,2140,37,3,0
Collin,PCT 017,"District Judge, 416th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"District Judge, 416th Judicial District",,,Under Votes,1,331,247,1,58,24
Collin,PCT 017,"District Judge, 468th Judicial District",,Rep,Lindsey Wynne,2580,394,2146,37,3,0
Collin,PCT 017,"District Judge, 468th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"District Judge, 468th Judicial District",,,Under Votes,1,322,244,1,52,24
Collin,PCT 017,"District Judge, 469th Judicial District",,Rep,Piper McCraw,2582,390,2152,37,3,0
Collin,PCT 017,"District Judge, 469th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"District Judge, 469th Judicial District",,,Under Votes,1,320,248,1,46,24
Collin,PCT 017,"District Judge, 470th Judicial District",,Rep,Brook Fulks,2578,390,2148,37,3,0
Collin,PCT 017,"District Judge, 470th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"District Judge, 470th Judicial District",,,Under Votes,1,324,248,1,50,24
Collin,PCT 017,"District Judge, 471st Judicial District",,Rep,Andrea Bouressa,2579,390,2149,37,3,0
Collin,PCT 017,"District Judge, 471st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"District Judge, 471st Judicial District",,,Under Votes,1,323,248,1,49,24
Collin,PCT 017,"District Judge, 493rd Judicial District",,Rep,Christine A. Nowak,2578,391,2147,37,3,0
Collin,PCT 017,"District Judge, 493rd Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"District Judge, 493rd Judicial District",,,Under Votes,1,324,247,1,51,24
Collin,PCT 017,"Judge, County Probate Court, Unexpired Term",,Rep,Sarah R. Duff,2618,404,2175,37,2,0
Collin,PCT 017,"Judge, County Probate Court, Unexpired Term",,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"Judge, County Probate Court, Unexpired Term",,,Under Votes,1,284,234,1,23,24
Collin,PCT 017,Sheriff,,Rep,Jim Skinner,2621,408,2173,37,3,0
Collin,PCT 017,Sheriff,,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,Sheriff,,,Under Votes,1,281,230,1,25,24
Collin,PCT 017,County Tax Assessor-Collector,,Rep,Scott Grigg,2311,333,1945,30,3,0
Collin,PCT 017,County Tax Assessor-Collector,,Dem,Stephanie Cooksey,1306,1,2,2,6,1049
Collin,PCT 017,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,County Tax Assessor-Collector,,,Under Votes,275,78,195,2,0,0
Collin,PCT 017,"County Commissioner, Precinct No. 3",3,Rep,Darrell Hale,2316,334,1948,31,3,0
Collin,PCT 017,"County Commissioner, Precinct No. 3",3,Dem,Yvette Johnson,1314,226,1058,28,2,0
Collin,PCT 017,"County Commissioner, Precinct No. 3",3,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"County Commissioner, Precinct No. 3",3,,Under Votes,272,78,192,2,0,0
Collin,PCT 017,"Constable, Precinct No. 1",1,Rep,Matt Carpenter,2609,405,2167,35,2,0
Collin,PCT 017,"Constable, Precinct No. 1",1,,Over Votes,0,0,0,0,0,0
Collin,PCT 017,"Constable, Precinct No. 1",1,,Under Votes,1,293,233,1,31,26
Collin,PCT 018,President,,Rep,Donald J. Trump/JD Vance,528,68,448,12,0,0
Collin,PCT 018,President,,Dem,Kamala D. Harris/Tim Walz,134,15,115,4,0,0
Collin,PCT 018,President,,Lib,Chase Oliver/Mike ter Maat,7,1,5,1,0,0
Collin,PCT 018,President,,Grn,Jill Stein/Rudolph Ware,1,0,0,1,0,0
Collin,PCT 018,President,,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,President,,,Under Votes,1,0,1,0,0,0
Collin,PCT 018,U.S. Senate,,Rep,Ted Cruz,500,64,423,13,0,0
Collin,PCT 018,U.S. Senate,,Dem,Colin Allred,143,16,122,5,0,0
Collin,PCT 018,U.S. Senate,,Lib,Ted Brown,18,2,16,0,0,0
Collin,PCT 018,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,U.S. Senate,,,Under Votes,10,2,8,0,0,0
Collin,PCT 018,U.S. House,3,Rep,Keith Self,525,67,446,12,0,0
Collin,PCT 018,U.S. House,3,Dem,Sandeep Srivastava,115,11,100,4,0,0
Collin,PCT 018,U.S. House,3,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,U.S. House,3,,Under Votes,31,6,23,2,0,0
Collin,PCT 018,Railroad Commissioner,,Rep,Christi Craddick,503,65,425,13,0,0
Collin,PCT 018,Railroad Commissioner,,Dem,Katherine Culbert,108,9,95,4,0,0
Collin,PCT 018,Railroad Commissioner,,Lib,Hawk Dunlap,23,2,21,0,0,0
Collin,PCT 018,Railroad Commissioner,,Grn,Eddie Espinoza,8,2,6,0,0,0
Collin,PCT 018,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,Railroad Commissioner,,,Under Votes,29,6,22,1,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 2",2,Rep,Jimmy Blacklock,527,67,447,13,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 2",2,Dem,DaSean Jones,112,11,97,4,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 2",2,,Under Votes,32,6,25,1,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 4",4,Rep,John Devine,520,65,442,13,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 4",4,Dem,Christine Vinh Weems,114,13,97,4,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 4",4,,Under Votes,37,6,30,1,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 6",6,Rep,Jane Bland,512,65,437,10,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 6",6,Dem,Bonnie Lee Goldstein,111,11,95,5,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 6",6,Lib,J. David Roberson,20,3,16,1,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Justice, Supreme Court, Place 6",6,,Under Votes,28,5,21,2,0,0
Collin,PCT 018,"Presiding Judge, Court of Criminal Appeals",,Rep,David J. Schenck,522,65,444,13,0,0
Collin,PCT 018,"Presiding Judge, Court of Criminal Appeals",,Dem,Holly Taylor,120,13,103,4,0,0
Collin,PCT 018,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,29,6,22,1,0,0
Collin,PCT 018,"Judge, Court of Criminal Appeals, Place 7",7,Rep,Gina Parker,530,67,451,12,0,0
Collin,PCT 018,"Judge, Court of Criminal Appeals, Place 7",7,Dem,Nancy Mulder,114,12,98,4,0,0
Collin,PCT 018,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,27,5,20,2,0,0
Collin,PCT 018,"Judge, Court of Criminal Appeals, Place 8",8,Rep,Lee Finley,528,67,448,13,0,0
Collin,PCT 018,"Judge, Court of Criminal Appeals, Place 8",8,Dem,Chika Anyiam,112,11,97,4,0,0
Collin,PCT 018,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,31,6,24,1,0,0
Collin,PCT 018,State Board of Education,12,Rep,Pam Little,534,68,453,13,0,0
Collin,PCT 018,State Board of Education,12,Dem,George King,109,11,94,4,0,0
Collin,PCT 018,State Board of Education,12,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,State Board of Education,12,,Under Votes,28,5,22,1,0,0
Collin,PCT 018,State Senate,8,Rep,Angela Paxton,514,67,436,11,0,0
Collin,PCT 018,State Senate,8,Dem,Rachel Mello,133,13,114,6,0,0
Collin,PCT 018,State Senate,8,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,State Senate,8,,Under Votes,24,4,19,1,0,0
Collin,PCT 018,State Representative,67,Rep,Jeff Leach,520,66,441,13,0,0
Collin,PCT 018,State Representative,67,Dem,Makala L. Washington,111,11,96,4,0,0
Collin,PCT 018,State Representative,67,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,State Representative,67,,Under Votes,40,7,32,1,0,0
Collin,PCT 018,"Chief Justice, 5th Court of Appeals District",,Rep,Justin Jay “J.J.” Koch,517,65,439,13,0,0
Collin,PCT 018,"Chief Justice, 5th Court of Appeals District",,Dem,Staci Williams,117,12,101,4,0,0
Collin,PCT 018,"Chief Justice, 5th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Chief Justice, 5th Court of Appeals District",,,Under Votes,37,7,29,1,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 2",2,Rep,Jessica Lewis,521,68,441,12,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 2",2,Dem,Robbie Partida-Kipness,107,9,94,4,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 2",2,,Under Votes,43,7,34,2,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 5",5,Rep,Cynthia Barbare,510,67,432,11,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 5",5,Dem,Erin A. Nowell,113,9,99,5,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 5",5,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 5",5,,Under Votes,48,8,38,2,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 9",9,Rep,Matthew J. Kolodoski,516,67,437,12,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 9",9,Dem,Tina Clinton,111,10,97,4,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 9",9,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 9",9,,Under Votes,44,7,35,2,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 10",10,Rep,Earl Jackson,511,67,432,12,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 10",10,Dem,Amanda Reichek,114,10,100,4,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 10",10,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 10",10,,Under Votes,46,7,37,2,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 11",11,Rep,Gino J. Rossini,512,67,432,13,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 11",11,Dem,Kim Cooks,115,10,101,4,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 11",11,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 11",11,,Under Votes,44,7,36,1,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 12",12,Rep,Mike Lee,518,67,438,13,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 12",12,Dem,Ken Molberg,108,10,94,4,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 12",12,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 12",12,,Under Votes,45,7,37,1,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 13",13,Rep,Emily A. Miskel,510,66,432,12,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 13",13,Dem,Tonya Parker,116,11,100,5,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 13",13,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Justice, 5th Court of Appeals District, Place 13",13,,Under Votes,45,7,37,1,0,0
Collin,PCT 018,"District Judge, 199th Judicial District",,Rep,Angela Tucker,527,69,445,13,0,0
Collin,PCT 018,"District Judge, 199th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"District Judge, 199th Judicial District",,,Under Votes,144,15,124,5,0,0
Collin,PCT 018,"District Judge, 380th Judicial District",,Rep,Ben Smith,525,0,6,8,444,13
Collin,PCT 018,"District Judge, 380th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"District Judge, 380th Judicial District",,,Under Votes,146,16,125,5,0,0
Collin,PCT 018,"District Judge, 401st Judicial District",,Rep,Kim Laseter,524,66,445,13,0,0
Collin,PCT 018,"District Judge, 401st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"District Judge, 401st Judicial District",,,Under Votes,147,18,124,5,0,0
Collin,PCT 018,"District Judge, 416th Judicial District",,Rep,Andrea Stroh Thompson,521,67,441,13,0,0
Collin,PCT 018,"District Judge, 416th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"District Judge, 416th Judicial District",,,Under Votes,150,17,128,5,0,0
Collin,PCT 018,"District Judge, 468th Judicial District",,Rep,Lindsey Wynne,516,66,437,13,0,0
Collin,PCT 018,"District Judge, 468th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"District Judge, 468th Judicial District",,,Under Votes,155,18,132,5,0,0
Collin,PCT 018,"District Judge, 469th Judicial District",,Rep,Piper McCraw,521,66,443,12,0,0
Collin,PCT 018,"District Judge, 469th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"District Judge, 469th Judicial District",,,Under Votes,150,18,126,6,0,0
Collin,PCT 018,"District Judge, 470th Judicial District",,Rep,Brook Fulks,517,66,438,13,0,0
Collin,PCT 018,"District Judge, 470th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"District Judge, 470th Judicial District",,,Under Votes,154,18,131,5,0,0
Collin,PCT 018,"District Judge, 471st Judicial District",,Rep,Andrea Bouressa,517,65,439,13,0,0
Collin,PCT 018,"District Judge, 471st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"District Judge, 471st Judicial District",,,Under Votes,154,19,130,5,0,0
Collin,PCT 018,"District Judge, 493rd Judicial District",,Rep,Christine A. Nowak,518,67,438,13,0,0
Collin,PCT 018,"District Judge, 493rd Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"District Judge, 493rd Judicial District",,,Under Votes,153,17,131,5,0,0
Collin,PCT 018,"Judge, County Probate Court, Unexpired Term",,Rep,Sarah R. Duff,528,68,447,13,0,0
Collin,PCT 018,"Judge, County Probate Court, Unexpired Term",,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Judge, County Probate Court, Unexpired Term",,,Under Votes,143,16,122,5,0,0
Collin,PCT 018,Sheriff,,Rep,Jim Skinner,514,68,433,13,0,0
Collin,PCT 018,Sheriff,,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,Sheriff,,,Under Votes,157,16,136,5,0,0
Collin,PCT 018,County Tax Assessor-Collector,,Rep,Scott Grigg,513,65,435,13,0,0
Collin,PCT 018,County Tax Assessor-Collector,,Dem,Stephanie Cooksey,114,15,1,2,98,4
Collin,PCT 018,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,County Tax Assessor-Collector,,,Under Votes,43,6,36,1,0,0
Collin,PCT 018,"County Commissioner, Precinct No. 3",3,Rep,Darrell Hale,519,66,440,13,0,0
Collin,PCT 018,"County Commissioner, Precinct No. 3",3,Dem,Yvette Johnson,109,12,93,4,0,0
Collin,PCT 018,"County Commissioner, Precinct No. 3",3,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"County Commissioner, Precinct No. 3",3,,Under Votes,43,6,36,1,0,0
Collin,PCT 018,"Constable, Precinct No. 1",1,Rep,Matt Carpenter,522,69,441,12,0,0
Collin,PCT 018,"Constable, Precinct No. 1",1,,Over Votes,0,0,0,0,0,0
Collin,PCT 018,"Constable, Precinct No. 1",1,,Under Votes,149,15,128,6,0,0
Collin,PCT 019,President,,Rep,Donald J. Trump/JD Vance,633,65,553,14,1,0
Collin,PCT 019,President,,Dem,Kamala D. Harris/Tim Walz,549,46,467,35,1,0
Collin,PCT 019,President,,Lib,Chase Oliver/Mike ter Maat,9,2,7,0,0,0
Collin,PCT 019,President,,Grn,Jill Stein/Rudolph Ware,6,1,5,0,0,0
Collin,PCT 019,President,,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,President,,,Under Votes,6,1,4,1,0,0
Collin,PCT 019,U.S. Senate,,Rep,Ted Cruz,616,55,546,14,1,0
Collin,PCT 019,U.S. Senate,,Dem,Colin Allred,563,52,475,35,1,0
Collin,PCT 019,U.S. Senate,,Lib,Ted Brown,16,3,13,0,0,0
Collin,PCT 019,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,U.S. Senate,,,Under Votes,13,5,7,1,0,0
Collin,PCT 019,U.S. House,3,Rep,Keith Self,663,65,583,14,1,0
Collin,PCT 019,U.S. House,3,Dem,Sandeep Srivastava,506,43,427,35,1,0
Collin,PCT 019,U.S. House,3,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,U.S. House,3,,Under Votes,39,7,31,1,0,0
Collin,PCT 019,Railroad Commissioner,,Rep,Christi Craddick,636,58,563,14,1,0
Collin,PCT 019,Railroad Commissioner,,Dem,Katherine Culbert,481,42,403,35,1,0
Collin,PCT 019,Railroad Commissioner,,Lib,Hawk Dunlap,28,6,22,0,0,0
Collin,PCT 019,Railroad Commissioner,,Grn,Eddie Espinoza,20,2,18,0,0,0
Collin,PCT 019,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,Railroad Commissioner,,,Under Votes,43,7,35,1,0,0
Collin,PCT 019,"Justice, Supreme Court, Place 2",2,Rep,Jimmy Blacklock,658,61,581,15,1,0
Collin,PCT 019,"Justice, Supreme Court, Place 2",2,Dem,DaSean Jones,501,45,422,33,1,0
Collin,PCT 019,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Justice, Supreme Court, Place 2",2,,Under Votes,49,9,38,2,0,0
Collin,PCT 019,"Justice, Supreme Court, Place 4",4,Rep,John Devine,633,61,558,13,1,0
Collin,PCT 019,"Justice, Supreme Court, Place 4",4,Dem,Christine Vinh Weems,517,44,436,36,1,0
Collin,PCT 019,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Justice, Supreme Court, Place 4",4,,Under Votes,58,10,47,1,0,0
Collin,PCT 019,"Justice, Supreme Court, Place 6",6,Rep,Jane Bland,640,60,565,14,1,0
Collin,PCT 019,"Justice, Supreme Court, Place 6",6,Dem,Bonnie Lee Goldstein,484,41,409,33,1,0
Collin,PCT 019,"Justice, Supreme Court, Place 6",6,Lib,J. David Roberson,35,5,28,2,0,0
Collin,PCT 019,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Justice, Supreme Court, Place 6",6,,Under Votes,49,9,39,1,0,0
Collin,PCT 019,"Presiding Judge, Court of Criminal Appeals",,Rep,David J. Schenck,648,63,570,14,1,0
Collin,PCT 019,"Presiding Judge, Court of Criminal Appeals",,Dem,Holly Taylor,503,41,426,35,1,0
Collin,PCT 019,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,57,11,45,1,0,0
Collin,PCT 019,"Judge, Court of Criminal Appeals, Place 7",7,Rep,Gina Parker,638,66,558,13,1,0
Collin,PCT 019,"Judge, Court of Criminal Appeals, Place 7",7,Dem,Nancy Mulder,506,37,432,36,1,0
Collin,PCT 019,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,64,12,51,1,0,0
Collin,PCT 019,"Judge, Court of Criminal Appeals, Place 8",8,Rep,Lee Finley,651,60,576,14,1,0
Collin,PCT 019,"Judge, Court of Criminal Appeals, Place 8",8,Dem,Chika Anyiam,494,43,416,34,1,0
Collin,PCT 019,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,63,12,49,2,0,0
Collin,PCT 019,State Board of Education,12,Rep,Pam Little,655,61,579,14,1,0
Collin,PCT 019,State Board of Education,12,Dem,George King,499,44,419,35,1,0
Collin,PCT 019,State Board of Education,12,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,State Board of Education,12,,Under Votes,54,10,43,1,0,0
Collin,PCT 019,State Senate,8,Rep,Angela Paxton,624,61,550,12,1,0
Collin,PCT 019,State Senate,8,Dem,Rachel Mello,535,45,452,37,1,0
Collin,PCT 019,State Senate,8,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,State Senate,8,,Under Votes,49,9,39,1,0,0
Collin,PCT 019,State Representative,70,Rep,Steve Kinard,640,63,562,14,1,0
Collin,PCT 019,State Representative,70,Dem,Mihaela Elizabeth Plesa,517,45,436,35,1,0
Collin,PCT 019,State Representative,70,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,State Representative,70,,Under Votes,51,7,43,1,0,0
Collin,PCT 019,"Chief Justice, 5th Court of Appeals District",,Rep,Justin Jay “J.J.” Koch,637,57,565,14,1,0
Collin,PCT 019,"Chief Justice, 5th Court of Appeals District",,Dem,Staci Williams,502,45,422,34,1,0
Collin,PCT 019,"Chief Justice, 5th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Chief Justice, 5th Court of Appeals District",,,Under Votes,69,13,54,2,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 2",2,Rep,Jessica Lewis,657,64,577,15,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 2",2,Dem,Robbie Partida-Kipness,478,36,407,34,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 2",2,,Under Votes,73,15,57,1,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 5",5,Rep,Cynthia Barbare,632,57,561,13,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 5",5,Dem,Erin A. Nowell,502,45,420,36,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 5",5,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 5",5,,Under Votes,74,13,60,1,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 9",9,Rep,Matthew J. Kolodoski,637,63,560,13,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 9",9,Dem,Tina Clinton,496,39,420,36,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 9",9,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 9",9,,Under Votes,75,13,61,1,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 10",10,Rep,Earl Jackson,627,58,554,14,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 10",10,Dem,Amanda Reichek,501,43,422,35,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 10",10,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 10",10,,Under Votes,80,14,65,1,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 11",11,Rep,Gino J. Rossini,646,63,568,14,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 11",11,Dem,Kim Cooks,486,40,410,35,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 11",11,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 11",11,,Under Votes,76,12,63,1,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 12",12,Rep,Mike Lee,635,60,561,13,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 12",12,Dem,Ken Molberg,494,42,415,36,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 12",12,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 12",12,,Under Votes,79,13,65,1,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 13",13,Rep,Emily A. Miskel,646,64,566,15,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 13",13,Dem,Tonya Parker,479,34,410,34,1,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 13",13,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"Justice, 5th Court of Appeals District, Place 13",13,,Under Votes,83,17,65,1,0,0
Collin,PCT 019,"District Judge, 199th Judicial District",,Rep,Angela Tucker,692,68,607,16,1,0
Collin,PCT 019,"District Judge, 199th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 019,"District Judge, 199th Judicial District",,,Under Votes,516,47,434,34,1,0
Collin,PCT 019,"District Judge, 380th Judicial District",,Rep,Ben Smith,682,0,6,7,598,16
Collin,PCT 019,"District Judge, 380th Judicial District",,,Over Votes,0,0,0,0,0,0
