county,precinct,office,district,party,candidate,votes,absentee,early_votes,election_day,limited,provisional
Montague,6,Justice,6,DEM,Bonnie Lee Goldstein,75,0,58,17,0,0
Montague,7,Justice,6,DEM,Bonnie Lee Goldstein,77,3,47,27,0,0
Montague,8,Justice,6,DEM,Bonnie Lee Goldstein,67,4,43,20,0,0
Montague,9,Justice,6,DEM,Bonnie Lee Goldstein,111,5,85,21,0,0
Montague,10,Justice,6,DEM,Bonnie Lee Goldstein,89,4,69,16,0,0
Montague,11,Justice,6,DEM,Bonnie Lee Goldstein,81,1,61,19,0,0
Montague,12,Justice,6,DEM,Bonnie Lee Goldstein,7,1,3,3,0,0
Montague,13,Justice,6,DEM,Bonnie Lee Goldstein,64,2,46,16,0,0
Montague,14,Justice,6,DEM,Bonnie Lee Goldstein,14,0,12,2,0,0
Montague,15,Justice,6,DEM,Bonnie Lee Goldstein,50,5,35,10,0,0
Montague,16,Justice,6,DEM,Bonnie Lee Goldstein,23,2,15,6,0,0
Montague,2,Justice,6,LIB,J. David Roberson,43,3,29,9,2,0
Montague,3,Justice,6,LIB,J. David Roberson,22,0,18,4,0,0
Montague,4,Justice,6,LIB,J. David Roberson,12,0,10,2,0,0
Montague,5,Justice,6,LIB,J. David Roberson,26,0,18,8,0,0
Montague,6,Justice,6,LIB,J. David Roberson,24,0,15,8,1,0
Montague,7,Justice,6,LIB,J. David Roberson,17,0,6,11,0,0
Montague,8,Justice,6,LIB,J. David Roberson,10,0,5,5,0,0
Montague,9,Justice,6,LIB,J. David Roberson,11,0,9,2,0,0
Montague,10,Justice,6,LIB,J. David Roberson,10,0,8,2,0,0
Montague,11,Justice,6,LIB,J. David Roberson,13,0,11,2,0,0
Montague,12,Justice,6,LIB,J. David Roberson,0,0,0,0,0,0
Montague,13,Justice,6,LIB,J. David Roberson,13,1,7,5,0,0
Montague,14,Justice,6,LIB,J. David Roberson,1,0,0,1,0,0
Montague,15,Justice,6,LIB,J. David Roberson,10,0,4,5,1,0
Montague,16,Justice,6,LIB,J. David Roberson,7,0,6,1,0,0
Montague,2,Justice,6,REP,Jane Bland,1773,36,1490,235,12,0
Montague,3,Justice,6,REP,Jane Bland,929,8,759,159,3,0
Montague,4,Justice,6,REP,Jane Bland,372,5,280,84,3,0
Montague,5,Justice,6,REP,Jane Bland,640,11,525,100,4,0
Montague,6,Justice,6,REP,Jane Bland,573,20,478,71,4,0
Montague,7,Justice,6,REP,Jane Bland,781,15,535,227,4,0
Montague,8,Justice,6,REP,Jane Bland,601,9,386,204,2,0
Montague,9,Justice,6,REP,Jane Bland,842,18,700,116,8,0
Montague,10,Justice,6,REP,Jane Bland,689,11,564,109,5,0
Montague,11,Justice,6,REP,Jane Bland,589,15,475,97,2,0
Montague,12,Justice,6,REP,Jane Bland,91,1,40,48,2,0
Montague,13,Justice,6,REP,Jane Bland,666,7,543,114,2,0
Montague,14,Justice,6,REP,Jane Bland,186,1,135,48,2,0
Montague,15,Justice,6,REP,Jane Bland,376,4,318,50,4,0
Montague,16,Justice,6,REP,Jane Bland,210,3,174,33,0,0
Montague,2,Justice,6,REP,Mike Wallach,1773,40,1481,249,3,0
Montague,3,Justice,6,REP,Mike Wallach,957,9,776,169,3,0
Montague,4,Justice,6,REP,Mike Wallach,394,8,298,87,1,0
Montague,5,Justice,6,REP,Mike Wallach,663,11,545,106,1,0
Montague,6,Justice,6,REP,Mike Wallach,593,19,491,79,4,0
Montague,7,Justice,6,REP,Mike Wallach,793,13,541,237,2,0
Montague,8,Justice,6,REP,Mike Wallach,596,8,377,210,1,0
Montague,9,Justice,6,REP,Mike Wallach,856,20,710,124,2,0
Montague,10,Justice,6,REP,Mike Wallach,683,9,558,114,2,0
Montague,11,Justice,6,REP,Mike Wallach,617,14,495,106,2,0
Montague,12,Justice,6,REP,Mike Wallach,90,1,42,47,0,0
Montague,13,Justice,6,REP,Mike Wallach,683,9,549,124,1,0
Montague,14,Justice,6,REP,Mike Wallach,189,1,136,50,2,0
Montague,15,Justice,6,REP,Mike Wallach,386,4,318,61,3,0
Montague,16,Justice,6,REP,Mike Wallach,219,3,183,33,0,0
Montague,2,Precinct 1,1 - North Ward City of Bowie,,Brandon Walker,279,4,228,47,0,0
Montague,3,Precinct 1,1 - North Ward City of Bowie,,Brandon Walker,163,1,128,34,0,0
Montague,4,Precinct 1,1 - North Ward City of Bowie,,Brandon Walker,283,6,211,66,0,0
Montague,5,Precinct 1,1 - North Ward City of Bowie,,Brandon Walker,437,6,360,71,0,0
Montague,6,Precinct 1,1 - North Ward City of Bowie,,Brandon Walker,533,17,441,75,0,0
Montague,16,Precinct 1,1 - North Ward City of Bowie,,Brandon Walker,57,0,45,12,0,0
Montague,2,Precinct 2,2 - South Ward City of Bowie,,Boyd Hulstine,122,2,96,24,0,0
Montague,3,Precinct 2,2 - South Ward City of Bowie,,Boyd Hulstine,85,0,72,13,0,0
Montague,4,Precinct 2,2 - South Ward City of Bowie,,Boyd Hulstine,115,0,86,29,0,0
Montague,5,Precinct 2,2 - South Ward City of Bowie,,Boyd Hulstine,189,3,154,32,0,0
Montague,6,Precinct 2,2 - South Ward City of Bowie,,Boyd Hulstine,230,6,199,25,0,0
Montague,16,Precinct 2,2 - South Ward City of Bowie,,Boyd Hulstine,19,0,16,3,0,0
Montague,2,Precinct 2,2 - South Ward City of Bowie,,Laura Sproles,191,3,162,26,0,0
Montague,3,Precinct 2,2 - South Ward City of Bowie,,Laura Sproles,97,3,73,21,0,0
Montague,4,Precinct 2,2 - South Ward City of Bowie,,Laura Sproles,172,8,130,34,0,0
Montague,5,Precinct 2,2 - South Ward City of Bowie,,Laura Sproles,267,3,222,42,0,0
Montague,6,Precinct 2,2 - South Ward City of Bowie,,Laura Sproles,328,12,263,53,0,0
Montague,16,Precinct 2,2 - South Ward City of Bowie,,Laura Sproles,41,0,32,9,0,0
Montague,2,Precinct 3,3 - East Ward City of Bowie,,Laramie Truax,299,6,245,48,0,0
Montague,3,Precinct 3,3 - East Ward City of Bowie,,Laramie Truax,177,1,142,34,0,0
Montague,4,Precinct 3,3 - East Ward City of Bowie,,Laramie Truax,284,7,213,64,0,0
Montague,5,Precinct 3,3 - East Ward City of Bowie,,Laramie Truax,437,5,361,71,0,0
Montague,6,Precinct 3,3 - East Ward City of Bowie,,Laramie Truax,558,15,467,76,0,0
Montague,16,Precinct 3,3 - East Ward City of Bowie,,Laramie Truax,62,0,50,12,0,0
Montague,2,President,,LIB,Chase Oliver/Mike ter Maat,8,1,4,3,0,0
Montague,3,President,,LIB,Chase Oliver/Mike ter Maat,1,0,1,0,0,0
Montague,4,President,,LIB,Chase Oliver/Mike ter Maat,1,0,0,1,0,0
Montague,5,President,,LIB,Chase Oliver/Mike ter Maat,4,0,1,3,0,0
Montague,6,President,,LIB,Chase Oliver/Mike ter Maat,2,1,0,1,0,0
Montague,7,President,,LIB,Chase Oliver/Mike ter Maat,1,0,0,1,0,0
Montague,8,President,,LIB,Chase Oliver/Mike ter Maat,2,0,0,2,0,0
Montague,9,President,,LIB,Chase Oliver/Mike ter Maat,3,0,3,0,0,0
Montague,10,President,,LIB,Chase Oliver/Mike ter Maat,5,0,5,0,0,0
Montague,11,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0,0,0
Montague,12,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0,0,0
Montague,13,President,,LIB,Chase Oliver/Mike ter Maat,2,0,1,1,0,0
Montague,14,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0,0,0
Montague,15,President,,LIB,Chase Oliver/Mike ter Maat,5,0,1,4,0,0
Montague,16,President,,LIB,Chase Oliver/Mike ter Maat,2,0,2,0,0,0
Montague,2,President,,REP,Donald J. Trump/JD Vance,1845,41,1548,242,14,0
Montague,3,President,,REP,Donald J. Trump/JD Vance,970,9,797,161,3,0
Montague,4,President,,REP,Donald J. Trump/JD Vance,417,6,311,97,3,0
Montague,5,President,,REP,Donald J. Trump/JD Vance,691,12,564,110,5,0
Montague,6,President,,REP,Donald J. Trump/JD Vance,619,19,509,86,5,0
Montague,7,President,,REP,Donald J. Trump/JD Vance,803,16,546,237,4,0
Montague,8,President,,REP,Donald J. Trump/JD Vance,619,10,396,211,2,0
Montague,9,President,,REP,Donald J. Trump/JD Vance,882,19,732,122,9,0
Montague,10,President,,REP,Donald J. Trump/JD Vance,721,13,583,120,5,0
Montague,11,President,,REP,Donald J. Trump/JD Vance,641,15,513,111,2,0
Montague,12,President,,REP,Donald J. Trump/JD Vance,97,1,43,51,2,0
Montague,13,President,,REP,Donald J. Trump/JD Vance,699,9,566,122,2,0
Montague,14,President,,REP,Donald J. Trump/JD Vance,192,1,134,55,2,0
Montague,15,President,,REP,Donald J. Trump/JD Vance,390,3,329,54,4,0
Montague,16,President,,REP,Donald J. Trump/JD Vance,218,3,181,34,0,0
Montague,2,President,,GRN,Jill Stein/Rudolph Ware,3,0,3,0,0,0
Montague,3,President,,GRN,Jill Stein/Rudolph Ware,3,0,2,1,0,0
Montague,4,President,,GRN,Jill Stein/Rudolph Ware,2,0,2,0,0,0
Montague,5,President,,GRN,Jill Stein/Rudolph Ware,4,0,4,0,0,0
Montague,6,President,,GRN,Jill Stein/Rudolph Ware,3,0,3,0,0,0
Montague,7,President,,GRN,Jill Stein/Rudolph Ware,1,0,0,1,0,0
Montague,8,President,,GRN,Jill Stein/Rudolph Ware,4,0,2,2,0,0
Montague,9,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0,0,0
Montague,10,President,,GRN,Jill Stein/Rudolph Ware,4,0,4,0,0,0
Montague,11,President,,GRN,Jill Stein/Rudolph Ware,1,0,1,0,0,0
Montague,12,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0,0,0
Montague,13,President,,GRN,Jill Stein/Rudolph Ware,2,0,1,1,0,0
Montague,14,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0,0,0
Montague,15,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0,0,0
Montague,16,President,,GRN,Jill Stein/Rudolph Ware,1,0,1,0,0,0
Montague,2,President,,DEM,Kamala D. Harris/Tim Walz,224,19,168,35,2,0
Montague,3,President,,DEM,Kamala D. Harris/Tim Walz,123,7,89,26,1,0
Montague,4,President,,DEM,Kamala D. Harris/Tim Walz,42,6,30,6,0,0
Montague,5,President,,DEM,Kamala D. Harris/Tim Walz,88,6,68,14,0,0
Montague,6,President,,DEM,Kamala D. Harris/Tim Walz,83,0,66,17,0,0
Montague,7,President,,DEM,Kamala D. Harris/Tim Walz,85,2,48,35,0,0
Montague,8,President,,DEM,Kamala D. Harris/Tim Walz,73,4,49,20,0,0
Montague,9,President,,DEM,Kamala D. Harris/Tim Walz,122,5,90,26,1,0
Montague,10,President,,DEM,Kamala D. Harris/Tim Walz,95,4,76,15,0,0
Montague,11,President,,DEM,Kamala D. Harris/Tim Walz,89,1,71,17,0,0
Montague,12,President,,DEM,Kamala D. Harris/Tim Walz,9,1,5,3,0,0
Montague,13,President,,DEM,Kamala D. Harris/Tim Walz,77,3,52,22,0,0
Montague,14,President,,DEM,Kamala D. Harris/Tim Walz,16,0,14,2,0,0
Montague,15,President,,DEM,Kamala D. Harris/Tim Walz,52,6,36,9,1,0
Montague,16,President,,DEM,Kamala D. Harris/Tim Walz,26,2,18,6,0,0
Montague,2,President,,,Write-in,2,0,1,1,0,0
Montague,3,President,,,Write-in,0,0,0,0,0,0
Montague,4,President,,,Write-in,0,0,0,0,0,0
Montague,5,President,,,Write-in,2,0,1,1,0,0
Montague,6,President,,,Write-in,0,0,0,0,0,0
Montague,7,President,,,Write-in,0,0,0,0,0,0
Montague,8,President,,,Write-in,2,0,0,2,0,0
Montague,9,President,,,Write-in,4,0,3,1,0,0
Montague,10,President,,,Write-in,0,0,0,0,0,0
Montague,11,President,,,Write-in,8,0,5,3,0,0
Montague,12,President,,,Write-in,0,0,0,0,0,0
Montague,13,President,,,Write-in,1,0,1,0,0,0
Montague,14,President,,,Write-in,2,0,2,0,0,0
Montague,15,President,,,Write-in,5,0,5,0,0,0
Montague,16,President,,,Write-in,0,0,0,0,0,0
Montague,2,Presiding Judge,,REP,David J. Schenck,1787,40,1495,239,13,0
Montague,3,Presiding Judge,,REP,David J. Schenck,947,8,775,161,3,0
Montague,4,Presiding Judge,,REP,David J. Schenck,391,8,292,88,3,0
Montague,5,Presiding Judge,,REP,David J. Schenck,648,11,527,106,4,0
Montague,6,Presiding Judge,,REP,David J. Schenck,583,19,485,74,5,0
Montague,7,Presiding Judge,,REP,David J. Schenck,786,16,539,227,4,0
Montague,8,Presiding Judge,,REP,David J. Schenck,605,9,388,206,2,0
Montague,9,Presiding Judge,,REP,David J. Schenck,845,18,703,116,8,0
Montague,10,Presiding Judge,,REP,David J. Schenck,695,11,567,112,5,0
Montague,11,Presiding Judge,,REP,David J. Schenck,598,15,482,99,2,0
Montague,12,Presiding Judge,,REP,David J. Schenck,89,1,39,47,2,0
Montague,13,Presiding Judge,,REP,David J. Schenck,673,8,549,114,2,0
Montague,14,Presiding Judge,,REP,David J. Schenck,187,1,136,48,2,0
Montague,15,Presiding Judge,,REP,David J. Schenck,388,3,325,56,4,0
Montague,16,Presiding Judge,,REP,David J. Schenck,217,3,180,34,0,0
Montague,2,Presiding Judge,,DEM,Holly Taylor,198,17,148,31,2,0
Montague,3,Presiding Judge,,DEM,Holly Taylor,110,7,78,24,1,0
Montague,4,Presiding Judge,,DEM,Holly Taylor,42,4,32,6,0,0
Montague,5,Presiding Judge,,DEM,Holly Taylor,97,6,78,13,0,0
Montague,6,Presiding Judge,,DEM,Holly Taylor,81,1,61,19,0,0
Montague,7,Presiding Judge,,DEM,Holly Taylor,84,2,46,36,0,0
Montague,8,Presiding Judge,,DEM,Holly Taylor,74,4,47,23,0,0
Montague,9,Presiding Judge,,DEM,Holly Taylor,114,5,87,22,0,0
Montague,10,Presiding Judge,,DEM,Holly Taylor,90,4,72,14,0,0
Montague,11,Presiding Judge,,DEM,Holly Taylor,87,1,67,19,0,0
Montague,12,Presiding Judge,,DEM,Holly Taylor,7,1,3,3,0,0
Montague,13,Presiding Judge,,DEM,Holly Taylor,70,2,47,21,0,0
Montague,14,Presiding Judge,,DEM,Holly Taylor,14,0,11,3,0,0
Montague,15,Presiding Judge,,DEM,Holly Taylor,46,6,30,9,1,0
Montague,16,Presiding Judge,,DEM,Holly Taylor,24,2,16,6,0,0
Montague,2,Railroad Commissioner,,REP,Christi Craddick,1724,38,1445,228,13,0
Montague,3,Railroad Commissioner,,REP,Christi Craddick,926,9,755,160,2,0
Montague,4,Railroad Commissioner,,REP,Christi Craddick,376,8,280,85,3,0
Montague,5,Railroad Commissioner,,REP,Christi Craddick,630,11,519,96,4,0
Montague,6,Railroad Commissioner,,REP,Christi Craddick,572,20,477,70,5,0
Montague,7,Railroad Commissioner,,REP,Christi Craddick,760,16,524,216,4,0
Montague,8,Railroad Commissioner,,REP,Christi Craddick,594,8,383,201,2,0
Montague,9,Railroad Commissioner,,REP,Christi Craddick,847,18,701,120,8,0
Montague,10,Railroad Commissioner,,REP,Christi Craddick,679,11,553,110,5,0
Montague,11,Railroad Commissioner,,REP,Christi Craddick,598,16,480,100,2,0
Montague,12,Railroad Commissioner,,REP,Christi Craddick,92,1,41,48,2,0
Montague,13,Railroad Commissioner,,REP,Christi Craddick,662,7,540,113,2,0
Montague,14,Railroad Commissioner,,REP,Christi Craddick,187,1,131,53,2,0
Montague,15,Railroad Commissioner,,REP,Christi Craddick,371,4,309,54,4,0
Montague,16,Railroad Commissioner,,REP,Christi Craddick,209,3,172,34,0,0
Montague,2,Railroad Commissioner,,GRN,Eddie Espinoza,9,0,6,3,0,0
Montague,3,Railroad Commissioner,,GRN,Eddie Espinoza,8,0,3,5,0,0
Montague,4,Railroad Commissioner,,GRN,Eddie Espinoza,3,0,1,2,0,0
Montague,5,Railroad Commissioner,,GRN,Eddie Espinoza,7,0,5,2,0,0
Montague,6,Railroad Commissioner,,GRN,Eddie Espinoza,6,0,2,4,0,0
Montague,7,Railroad Commissioner,,GRN,Eddie Espinoza,7,0,4,3,0,0
Montague,8,Railroad Commissioner,,GRN,Eddie Espinoza,6,0,4,2,0,0
Montague,9,Railroad Commissioner,,GRN,Eddie Espinoza,4,0,3,1,0,0
Montague,10,Railroad Commissioner,,GRN,Eddie Espinoza,6,0,4,2,0,0
Montague,11,Railroad Commissioner,,GRN,Eddie Espinoza,10,0,8,2,0,0
Montague,12,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0,0,0
Montague,13,Railroad Commissioner,,GRN,Eddie Espinoza,7,0,3,4,0,0
Montague,14,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0,0,0
Montague,15,Railroad Commissioner,,GRN,Eddie Espinoza,10,0,7,2,1,0
Montague,16,Railroad Commissioner,,GRN,Eddie Espinoza,2,0,1,1,0,0
Montague,2,Railroad Commissioner,,LIB,Hawk Dunlap,69,1,53,14,1,0
Montague,3,Railroad Commissioner,,LIB,Hawk Dunlap,26,0,24,1,1,0
Montague,4,Railroad Commissioner,,LIB,Hawk Dunlap,14,0,13,1,0,0
Montague,5,Railroad Commissioner,,LIB,Hawk Dunlap,28,0,18,10,0,0
Montague,6,Railroad Commissioner,,LIB,Hawk Dunlap,20,0,16,4,0,0
Montague,7,Railroad Commissioner,,LIB,Hawk Dunlap,17,0,3,14,0,0
Montague,8,Railroad Commissioner,,LIB,Hawk Dunlap,12,0,6,6,0,0
Montague,9,Railroad Commissioner,,LIB,Hawk Dunlap,18,0,14,4,0,0
Montague,10,Railroad Commissioner,,LIB,Hawk Dunlap,19,0,12,7,0,0
Montague,11,Railroad Commissioner,,LIB,Hawk Dunlap,18,0,14,4,0,0
Montague,12,Railroad Commissioner,,LIB,Hawk Dunlap,2,0,0,2,0,0
Montague,13,Railroad Commissioner,,LIB,Hawk Dunlap,26,1,18,7,0,0
Montague,14,Railroad Commissioner,,LIB,Hawk Dunlap,7,0,7,0,0,0
Montague,15,Railroad Commissioner,,LIB,Hawk Dunlap,21,0,17,4,0,0
Montague,16,Railroad Commissioner,,LIB,Hawk Dunlap,8,0,8,0,0,0
Montague,2,Railroad Commissioner,,DEM,Katherine Culbert,186,17,144,24,1,0
Montague,3,Railroad Commissioner,,DEM,Katherine Culbert,98,6,75,16,1,0
Montague,4,Railroad Commissioner,,DEM,Katherine Culbert,38,4,30,4,0,0
Montague,5,Railroad Commissioner,,DEM,Katherine Culbert,84,5,65,14,0,0
Montague,6,Railroad Commissioner,,DEM,Katherine Culbert,72,0,54,18,0,0
Montague,7,Railroad Commissioner,,DEM,Katherine Culbert,78,2,46,30,0,0
Montague,8,Railroad Commissioner,,DEM,Katherine Culbert,64,5,40,19,0,0
Montague,9,Railroad Commissioner,,DEM,Katherine Culbert,102,5,77,20,0,0
Montague,10,Railroad Commissioner,,DEM,Katherine Culbert,79,4,66,9,0,0
Montague,11,Railroad Commissioner,,DEM,Katherine Culbert,62,0,49,13,0,0
Montague,12,Railroad Commissioner,,DEM,Katherine Culbert,8,1,4,3,0,0
Montague,13,Railroad Commissioner,,DEM,Katherine Culbert,56,2,41,13,0,0
Montague,14,Railroad Commissioner,,DEM,Katherine Culbert,11,0,9,2,0,0
Montague,15,Railroad Commissioner,,DEM,Katherine Culbert,38,5,26,7,0,0
Montague,16,Railroad Commissioner,,DEM,Katherine Culbert,18,2,12,4,0,0
Montague,2,Railroad Commissioner,,,Write-in,2,0,1,0,1,0
Montague,3,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Montague,4,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Montague,5,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Montague,6,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Montague,7,Railroad Commissioner,,,Write-in,2,0,2,0,0,0
Montague,8,Railroad Commissioner,,,Write-in,1,0,0,1,0,0
Montague,9,Railroad Commissioner,,,Write-in,1,0,0,0,1,0
Montague,10,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Montague,11,Railroad Commissioner,,,Write-in,2,0,2,0,0,0
Montague,12,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Montague,13,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Montague,14,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Montague,15,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Montague,16,Railroad Commissioner,,,Write-in,0,0,0,0,0,0
Montague,7,School Board Member Forestburg ISD,,,Audi Keown,276,10,181,85,0,0
Montague,8,School Board Member Forestburg ISD,,,Audi Keown,5,2,3,0,0,0
Montague,7,School Board Member Forestburg ISD,,,Chad Hudspeth,485,12,320,153,0,0
Montague,8,School Board Member Forestburg ISD,,,Chad Hudspeth,5,2,2,1,0,0
Montague,7,School Board Member Forestburg ISD,,,Chris Jones,291,6,193,92,0,0
Montague,8,School Board Member Forestburg ISD,,,Chris Jones,5,2,2,1,0,0
Montague,7,School Board Member Forestburg ISD,,,Rick Balthrop,377,7,229,141,0,0
Montague,8,School Board Member Forestburg ISD,,,Rick Balthrop,4,2,2,0,0,0
Montague,7,School Board Member Forestburg ISD,,,Ricky Towery,320,8,204,108,0,0
Montague,8,School Board Member Forestburg ISD,,,Ricky Towery,2,0,1,1,0,0
Montague,7,School Board Member Forestburg ISD,,,Steve Sandusky,507,15,319,173,0,0
Montague,8,School Board Member Forestburg ISD,,,Steve Sandusky,3,0,2,1,0,0
Montague,2,Sheriff,,REP,Marshall W. Thomas,1802,43,1516,243,0,0
Montague,3,Sheriff,,REP,Marshall W. Thomas,962,10,780,172,0,0
Montague,4,Sheriff,,REP,Marshall W. Thomas,396,9,301,86,0,0
Montague,5,Sheriff,,REP,Marshall W. Thomas,683,13,564,106,0,0
Montague,6,Sheriff,,REP,Marshall W. Thomas,602,18,501,83,0,0
Montague,7,Sheriff,,REP,Marshall W. Thomas,797,14,544,239,0,0
Montague,8,Sheriff,,REP,Marshall W. Thomas,603,9,386,208,0,0
Montague,9,Sheriff,,REP,Marshall W. Thomas,877,18,730,129,0,0
Montague,10,Sheriff,,REP,Marshall W. Thomas,711,11,581,119,0,0
Montague,11,Sheriff,,REP,Marshall W. Thomas,655,15,530,110,0,0
Montague,12,Sheriff,,REP,Marshall W. Thomas,92,1,44,47,0,0
Montague,13,Sheriff,,REP,Marshall W. Thomas,718,11,575,132,0,0
Montague,14,Sheriff,,REP,Marshall W. Thomas,189,1,137,51,0,0
Montague,15,Sheriff,,REP,Marshall W. Thomas,389,4,324,61,0,0
Montague,16,Sheriff,,REP,Marshall W. Thomas,225,2,186,37,0,0
Montague,2,State House,68,REP,David Spiller,1785,38,1509,238,0,0
Montague,3,State House,68,REP,David Spiller,952,7,783,162,0,0
Montague,4,State House,68,REP,David Spiller,385,8,289,87,1,0
Montague,5,State House,68,REP,David Spiller,652,12,535,105,0,0
Montague,6,State House,68,REP,David Spiller,586,18,493,75,0,0
Montague,7,State House,68,REP,David Spiller,792,16,544,231,1,0
Montague,8,State House,68,REP,David Spiller,607,8,390,209,0,0
Montague,9,State House,68,REP,David Spiller,844,18,704,121,1,0
Montague,10,State House,68,REP,David Spiller,704,12,576,116,0,0
Montague,11,State House,68,REP,David Spiller,612,16,492,104,0,0
Montague,12,State House,68,REP,David Spiller,90,1,40,49,0,0
Montague,13,State House,68,REP,David Spiller,679,9,552,117,1,0
Montague,14,State House,68,REP,David Spiller,184,1,134,49,0,0
Montague,15,State House,68,REP,David Spiller,383,4,319,57,3,0
Montague,16,State House,68,REP,David Spiller,217,3,180,34,0,0
Montague,2,State House,68,DEM,Stacey Swann,196,19,145,32,0,0
Montague,3,State House,68,DEM,Stacey Swann,105,8,73,23,1,0
Montague,4,State House,68,DEM,Stacey Swann,47,4,34,9,0,0
Montague,5,State House,68,DEM,Stacey Swann,95,6,76,13,0,0
Montague,6,State House,68,DEM,Stacey Swann,78,1,59,18,0,0
Montague,7,State House,68,DEM,Stacey Swann,78,1,43,34,0,0
Montague,8,State House,68,DEM,Stacey Swann,70,4,45,21,0,0
Montague,9,State House,68,DEM,Stacey Swann,112,5,87,20,0,0
Montague,10,State House,68,DEM,Stacey Swann,83,4,67,12,0,0
Montague,11,State House,68,DEM,Stacey Swann,77,0,63,14,0,0
Montague,12,State House,68,DEM,Stacey Swann,7,1,3,3,0,0
Montague,13,State House,68,DEM,Stacey Swann,64,2,43,19,0,0
Montague,14,State House,68,DEM,Stacey Swann,16,0,11,5,0,0
Montague,15,State House,68,DEM,Stacey Swann,50,5,36,9,0,0
Montague,16,State House,68,DEM,Stacey Swann,24,2,16,6,0,0
Montague,2,State Senate,30,REP,Brent Hagenbuch,1780,39,1497,241,3,0
Montague,3,State Senate,30,REP,Brent Hagenbuch,942,9,769,162,2,0
Montague,4,State Senate,30,REP,Brent Hagenbuch,381,8,288,84,1,0
Montague,5,State Senate,30,REP,Brent Hagenbuch,651,11,535,105,0,0
Montague,6,State Senate,30,REP,Brent Hagenbuch,587,19,493,74,1,0
Montague,7,State Senate,30,REP,Brent Hagenbuch,787,16,544,225,2,0
Montague,8,State Senate,30,REP,Brent Hagenbuch,604,9,389,206,0,0
Montague,9,State Senate,30,REP,Brent Hagenbuch,837,18,702,115,2,0
Montague,10,State Senate,30,REP,Brent Hagenbuch,692,10,565,113,4,0
Montague,11,State Senate,30,REP,Brent Hagenbuch,598,16,481,100,1,0
Montague,12,State Senate,30,REP,Brent Hagenbuch,89,1,40,48,0,0
Montague,13,State Senate,30,REP,Brent Hagenbuch,684,9,554,120,1,0
Montague,14,State Senate,30,REP,Brent Hagenbuch,187,1,136,50,0,0
Montague,15,State Senate,30,REP,Brent Hagenbuch,390,4,325,57,4,0
Montague,16,State Senate,30,REP,Brent Hagenbuch,214,3,178,33,0,0
Montague,2,State Senate,30,DEM,Dale Frey,195,18,147,30,0,0
Montague,3,State Senate,30,DEM,Dale Frey,108,6,78,23,1,0
Montague,4,State Senate,30,DEM,Dale Frey,46,4,33,9,0,0
Montague,5,State Senate,30,DEM,Dale Frey,91,6,71,14,0,0
Montague,6,State Senate,30,DEM,Dale Frey,81,1,61,19,0,0
Montague,7,State Senate,30,DEM,Dale Frey,81,2,43,36,0,0
Montague,8,State Senate,30,DEM,Dale Frey,71,4,46,21,0,0
Montague,9,State Senate,30,DEM,Dale Frey,116,5,86,25,0,0
Montague,10,State Senate,30,DEM,Dale Frey,95,5,77,13,0,0
Montague,11,State Senate,30,DEM,Dale Frey,83,0,68,15,0,0
Montague,12,State Senate,30,DEM,Dale Frey,7,1,3,3,0,0
Montague,13,State Senate,30,DEM,Dale Frey,62,2,44,16,0,0
Montague,14,State Senate,30,DEM,Dale Frey,16,0,12,4,0,0
Montague,15,State Senate,30,DEM,Dale Frey,47,5,33,9,0,0
Montague,16,State Senate,30,DEM,Dale Frey,23,2,15,6,0,0
Montague,7,Trustee,,,Alex Markel,1,0,1,0,0,0
Montague,7,Trustee,,,Ash Self,0,0,0,0,0,0
Montague,7,Trustee,,,Jason Paris,1,0,1,0,0,0
Montague,7,Trustee,,,Jeff Weber,0,0,0,0,0,0
Montague,7,Trustee,,,Marshall Bain Fortenberry,1,0,1,0,0,0
Montague,7,Trustee,,,Tim Fletcher,0,0,0,0,0,0
Montague,2,U.S. House,13,REP,Ronny Jackson,1793,41,1507,244,1,0
Montague,3,U.S. House,13,REP,Ronny Jackson,956,10,771,173,2,0
Montague,4,U.S. House,13,REP,Ronny Jackson,387,7,289,89,2,0
Montague,5,U.S. House,13,REP,Ronny Jackson,670,12,552,105,1,0
Montague,6,U.S. House,13,REP,Ronny Jackson,595,19,492,82,2,0
Montague,7,U.S. House,13,REP,Ronny Jackson,796,16,540,239,1,0
